id,title,field,value,trigger,context,flag
203,Reports Database:Unlocking the Power Together: Fairtrade Ann,p2_understand_changes,1,"Level-1 keywords (2 hits): ['change', 'impact']",going together our vision for change our impact unlocking the power of the many – how are ,
203,Reports Database:Unlocking the Power Together: Fairtrade Ann,p3_value_what_matters,1,Level-1 keyword (single hit): 'worth',,WEAK — only 1 keyword; may be coincidental
203,Reports Database:Unlocking the Power Together: Fairtrade Ann,p4_only_material,0,No keywords matched,,
203,Reports Database:Unlocking the Power Together: Fairtrade Ann,p5_do_not_overclaim,0,No keywords matched,,
203,Reports Database:Unlocking the Power Together: Fairtrade Ann,p6_be_transparent,1,Level-1 keyword (single hit): 'source',,WEAK — only 1 keyword; may be coincidental
203,Reports Database:Unlocking the Power Together: Fairtrade Ann,p7_verify_result,0,No keywords matched,,
203,Reports Database:Unlocking the Power Together: Fairtrade Ann,p8_be_responsive,1,Level-1 keyword (single hit): 'improvement',,WEAK — only 1 keyword; may be coincidental
204,Reports Database:Oxfam: Cambodia Impact Report,p1_involve_stakeholders,2,Level-2 keyword: 'participat',e and security 3.4 social and political participation 3.5 gender and empowerment impact of the influencing work of civil,
204,Reports Database:Oxfam: Cambodia Impact Report,p2_understand_changes,1,"Level-1 keywords (5 hits): ['outcome', 'change', 'impact']", to more than 10 years). main outcomes of the cambodia impact survey • impact on livelihoo,
204,Reports Database:Oxfam: Cambodia Impact Report,p3_value_what_matters,1,Level-1 keyword (single hit): 'value',,WEAK — only 1 keyword; may be coincidental
204,Reports Database:Oxfam: Cambodia Impact Report,p4_only_material,2,Level-2 keyword: 'not included',nal areas • the data of 2 partners were not included in this country impact report because the survey served for them as,
204,Reports Database:Oxfam: Cambodia Impact Report,p5_do_not_overclaim,0,No keywords matched,,
204,Reports Database:Oxfam: Cambodia Impact Report,p6_be_transparent,1,"Level-1 keywords (3 hits): ['evidence', 'source', 'data']",saster preparedness: there is evidence of impact on some of the life and security indicato,Verify: generic terms may produce false positives
204,Reports Database:Oxfam: Cambodia Impact Report,p7_verify_result,0,No keywords matched,,
204,Reports Database:Oxfam: Cambodia Impact Report,p8_be_responsive,2,Level-2 keyword: 'recommendation', citizens in cambodia 4 conclusions and recommendations 5 annexes 5.1 cambodia questionnaire 2014 2 3 4 4 5 6 7 8 9 9 9 ,
205,Reports Database:Exeter CVS Impact Report 2013-2014,p1_involve_stakeholders,2,Level-2 keyword: 'participat',"olunteering accounts & budget promoting participation through volunteering, engagement with local services and local dem",
205,Reports Database:Exeter CVS Impact Report 2013-2014,p2_understand_changes,1,"Level-1 keywords (5 hits): ['change', 'impact', 'benefit']",ous and whose actions deliver change. building stronger communities business support learn,
205,Reports Database:Exeter CVS Impact Report 2013-2014,p3_value_what_matters,2,Level-2 keyword: 'cost per', fit for purpose. page 4 delivering low-cost personal and professional development training to individuals and organisat,
205,Reports Database:Exeter CVS Impact Report 2013-2014,p4_only_material,1,Level-1 keyword (single hit): 'relevant',,WEAK — only 1 keyword; may be coincidental
205,Reports Database:Exeter CVS Impact Report 2013-2014,p5_do_not_overclaim,0,No keywords matched,,
205,Reports Database:Exeter CVS Impact Report 2013-2014,p6_be_transparent,1,Level-1 keyword (single hit): 'source',,WEAK — only 1 keyword; may be coincidental
205,Reports Database:Exeter CVS Impact Report 2013-2014,p7_verify_result,1,Level-1 keyword (single hit): 'range',,WEAK — only 1 keyword; may be coincidental
205,Reports Database:Exeter CVS Impact Report 2013-2014,p8_be_responsive,1,Level-1 keyword (single hit): 'learning',,WEAK — only 1 keyword; may be coincidental
206,Reports Database:National Youth Agency (NYA) Impact Report 2,p1_involve_stakeholders,1,Level-1 keyword (single hit): 'engagement',,WEAK — only 1 keyword; may be coincidental
206,Reports Database:National Youth Agency (NYA) Impact Report 2,p2_understand_changes,1,Level-1 keyword (single hit): 'impact',,WEAK — only 1 keyword; may be coincidental
206,Reports Database:National Youth Agency (NYA) Impact Report 2,p3_value_what_matters,0,No keywords matched,,
206,Reports Database:National Youth Agency (NYA) Impact Report 2,p4_only_material,0,No keywords matched,,
206,Reports Database:National Youth Agency (NYA) Impact Report 2,p5_do_not_overclaim,0,No keywords matched,,
206,Reports Database:National Youth Agency (NYA) Impact Report 2,p6_be_transparent,1,Level-1 keyword (single hit): 'source',,WEAK — only 1 keyword; may be coincidental
206,Reports Database:National Youth Agency (NYA) Impact Report 2,p7_verify_result,0,No keywords matched,,
206,Reports Database:National Youth Agency (NYA) Impact Report 2,p8_be_responsive,0,No keywords matched,,
207,Reports Database:Co-Operatives UK Impact Report 2014,p1_involve_stakeholders,1,Level-1 keyword (single hit): 'survey',,WEAK — only 1 keyword; may be coincidental
207,Reports Database:Co-Operatives UK Impact Report 2014,p2_understand_changes,1,"Level-1 keywords (3 hits): ['change', 'impact', 'benefit']"," context of these substantial changes in legislation, we have helped publish what is the o",
207,Reports Database:Co-Operatives UK Impact Report 2014,p3_value_what_matters,0,No keywords matched,,
207,Reports Database:Co-Operatives UK Impact Report 2014,p4_only_material,0,No keywords matched,,
207,Reports Database:Co-Operatives UK Impact Report 2014,p5_do_not_overclaim,0,No keywords matched,,
207,Reports Database:Co-Operatives UK Impact Report 2014,p6_be_transparent,0,No keywords matched,,
207,Reports Database:Co-Operatives UK Impact Report 2014,p7_verify_result,1,Level-1 keyword (single hit): 'range',,WEAK — only 1 keyword; may be coincidental
207,Reports Database:Co-Operatives UK Impact Report 2014,p8_be_responsive,0,No keywords matched,,
208,Reports Database:Priced out: The plight of low income famili,p1_involve_stakeholders,1,Level-1 keyword (single hit): 'survey',,WEAK — only 1 keyword; may be coincidental
208,Reports Database:Priced out: The plight of low income famili,p2_understand_changes,1,"Level-1 keywords (2 hits): ['impact', 'result']", p3 p7 p15 chapter three: the impact of fuel poverty on wellbeing and material deprivation,
208,Reports Database:Priced out: The plight of low income famili,p3_value_what_matters,0,No keywords matched,,
208,Reports Database:Priced out: The plight of low income famili,p4_only_material,1,Level-1 keyword (single hit): 'material',,WEAK — only 1 keyword; may be coincidental
208,Reports Database:Priced out: The plight of low income famili,p5_do_not_overclaim,0,No keywords matched,,
208,Reports Database:Priced out: The plight of low income famili,p6_be_transparent,2,Level-2 keyword: 'appendix',"commendations for tackling fuel poverty appendix/notes, glossary of terms and endnotes p23 p27 acknowledgements we would",
208,Reports Database:Priced out: The plight of low income famili,p7_verify_result,0,No keywords matched,,
208,Reports Database:Priced out: The plight of low income famili,p8_be_responsive,2,Level-2 keyword: 'recommendation',"ation p19 chapter four: conclusions and recommendations for tackling fuel poverty appendix/notes, glossary of terms and ",
209,Reports Database:Every night you cry: The realities of havin,p1_involve_stakeholders,1,Level-1 keyword (single hit): 'interview',,WEAK — only 1 keyword; may be coincidental
209,Reports Database:Every night you cry: The realities of havin,p2_understand_changes,1,"Level-1 keywords (2 hits): ['outcome', 'impact']","or housing and other negative outcomes, but are much less likely to receive any help or as",
209,Reports Database:Every night you cry: The realities of havin,p3_value_what_matters,0,No keywords matched,,
209,Reports Database:Every night you cry: The realities of havin,p4_only_material,0,No keywords matched,,
209,Reports Database:Every night you cry: The realities of havin,p5_do_not_overclaim,0,No keywords matched,,
209,Reports Database:Every night you cry: The realities of havin,p6_be_transparent,0,No keywords matched,,
209,Reports Database:Every night you cry: The realities of havin,p7_verify_result,0,No keywords matched,,
209,Reports Database:Every night you cry: The realities of havin,p8_be_responsive,0,No keywords matched,,
210,Reports Database:HCT Group Impact Report 2014: National Visi,p1_involve_stakeholders,1,Level-1 keyword (single hit): 'stakeholder',,WEAK — only 1 keyword; may be coincidental
210,Reports Database:HCT Group Impact Report 2014: National Visi,p2_understand_changes,1,"Level-1 keywords (2 hits): ['impact', 'difference']","impact report 2014 national vision, local impact welcome to ",
210,Reports Database:HCT Group Impact Report 2014: National Visi,p3_value_what_matters,0,No keywords matched,,
210,Reports Database:HCT Group Impact Report 2014: National Visi,p4_only_material,0,No keywords matched,,
210,Reports Database:HCT Group Impact Report 2014: National Visi,p5_do_not_overclaim,0,No keywords matched,,
210,Reports Database:HCT Group Impact Report 2014: National Visi,p6_be_transparent,0,No keywords matched,,
210,Reports Database:HCT Group Impact Report 2014: National Visi,p7_verify_result,1,Level-1 keyword (single hit): 'range',,WEAK — only 1 keyword; may be coincidental
210,Reports Database:HCT Group Impact Report 2014: National Visi,p8_be_responsive,1,"Level-1 keywords (2 hits): ['learning', 'lesson']"," opportunities to travel. the learning centre in london, also shows how doing things diffe",
211,Reports Database:Reminiscence Arts and Dementia Care: Impact,p1_involve_stakeholders,2,Level-2 keyword: 'participat',n the role of creative practice and the participatory arts with and for people living with different forms of dementia. ,
211,Reports Database:Reminiscence Arts and Dementia Care: Impact,p2_understand_changes,1,"Level-1 keywords (4 hits): ['outcome', 'change', 'impact']","eliver health and social care outcomes, often emphasising its cost- effectiveness (buttric",
211,Reports Database:Reminiscence Arts and Dementia Care: Impact,p3_value_what_matters,1,Level-1 keyword (single hit): 'value',,WEAK — only 1 keyword; may be coincidental
211,Reports Database:Reminiscence Arts and Dementia Care: Impact,p4_only_material,0,No keywords matched,,
211,Reports Database:Reminiscence Arts and Dementia Care: Impact,p5_do_not_overclaim,0,No keywords matched,,
211,Reports Database:Reminiscence Arts and Dementia Care: Impact,p6_be_transparent,1,Level-1 keyword (single hit): 'evidence',,WEAK — only 1 keyword; may be coincidental
211,Reports Database:Reminiscence Arts and Dementia Care: Impact,p7_verify_result,1,Level-1 keyword (single hit): 'range',,WEAK — only 1 keyword; may be coincidental
211,Reports Database:Reminiscence Arts and Dementia Care: Impact,p8_be_responsive,0,No keywords matched,,
212,Reports Database:Victim Support Impact Report 2013/14,p1_involve_stakeholders,1,Level-1 keyword (single hit): 'stakeholder',,WEAK — only 1 keyword; may be coincidental
212,Reports Database:Victim Support Impact Report 2013/14,p2_understand_changes,1,"Level-1 keywords (3 hits): ['change', 'impact', 'benefit']","ctim support has seen as much change as at any time in its history, yet has held true to i",
212,Reports Database:Victim Support Impact Report 2013/14,p3_value_what_matters,1,Level-1 keyword (single hit): 'value',,WEAK — only 1 keyword; may be coincidental
212,Reports Database:Victim Support Impact Report 2013/14,p4_only_material,0,No keywords matched,,
212,Reports Database:Victim Support Impact Report 2013/14,p5_do_not_overclaim,0,No keywords matched,,
212,Reports Database:Victim Support Impact Report 2013/14,p6_be_transparent,0,No keywords matched,,
212,Reports Database:Victim Support Impact Report 2013/14,p7_verify_result,0,No keywords matched,,
212,Reports Database:Victim Support Impact Report 2013/14,p8_be_responsive,1,Level-1 keyword (single hit): 'improvement',,WEAK — only 1 keyword; may be coincidental
213,Reports Database:The Downtown Outreach Addiction Partnership,p1_involve_stakeholders,1,"Level-1 keywords (2 hits): ['participant', 'engagement']",esentations in the community. participant outcomes social value created for participants ,
213,Reports Database:The Downtown Outreach Addiction Partnership,p2_understand_changes,2,Level-2 keyword: 'theory of change',istribution of harm reduction supplies. theory of change - summary if individuals facing complex needs and multiple chal,
213,Reports Database:The Downtown Outreach Addiction Partnership,p3_value_what_matters,1,Level-1 keyword (single hit): 'value',,WEAK — only 1 keyword; may be coincidental
213,Reports Database:The Downtown Outreach Addiction Partnership,p4_only_material,0,No keywords matched,,
213,Reports Database:The Downtown Outreach Addiction Partnership,p5_do_not_overclaim,0,No keywords matched,,
213,Reports Database:The Downtown Outreach Addiction Partnership,p6_be_transparent,0,No keywords matched,,
213,Reports Database:The Downtown Outreach Addiction Partnership,p7_verify_result,1,Level-1 keyword (single hit): 'conservative',,WEAK — only 1 keyword; may be coincidental
213,Reports Database:The Downtown Outreach Addiction Partnership,p8_be_responsive,0,No keywords matched,,
214,Reports Database:The evaluation of the Community Support for,p1_involve_stakeholders,1,"Level-1 keywords (3 hits): ['stakeholder', 'participant', 'interview']","e, and the families and local stakeholders for taking part in interviews. we are grateful ",
214,Reports Database:The evaluation of the Community Support for,p2_understand_changes,1,"Level-1 keywords (3 hits): ['outcome', 'impact', 'benefit']",rational delivery 4.2 service outcomes 4.3 learning 5. implications appendix 1. csof grant,
214,Reports Database:The evaluation of the Community Support for,p3_value_what_matters,0,No keywords matched,,
214,Reports Database:The evaluation of the Community Support for,p4_only_material,0,No keywords matched,,
214,Reports Database:The evaluation of the Community Support for,p5_do_not_overclaim,0,No keywords matched,,
214,Reports Database:The evaluation of the Community Support for,p6_be_transparent,2,Level-2 keyword: 'appendix',e outcomes 4.3 learning 5. implications appendix 1. csof grant obligations appendix 2. research methodology appendix 3. ,
214,Reports Database:The evaluation of the Community Support for,p7_verify_result,1,Level-1 keyword (single hit): 'range',,WEAK — only 1 keyword; may be coincidental
214,Reports Database:The evaluation of the Community Support for,p8_be_responsive,1,"Level-1 keywords (2 hits): ['learning', 'implication']",very 4.2 service outcomes 4.3 learning 5. implications appendix 1. csof grant obligations ,
215,Reports Database:Night Shelter Impact Report 2013/14,p1_involve_stakeholders,0,No keywords matched,,
215,Reports Database:Night Shelter Impact Report 2013/14,p2_understand_changes,1,"Level-1 keywords (3 hits): ['change', 'impact', 'difference']", in need and find that we are changed in the process. “almost everybody that i have come i,
215,Reports Database:Night Shelter Impact Report 2013/14,p3_value_what_matters,1,"Level-1 keywords (2 hits): ['value', 'worth']", not least to demonstrate the value of their contribution. we also look forward in the rep,
215,Reports Database:Night Shelter Impact Report 2013/14,p4_only_material,0,No keywords matched,,
215,Reports Database:Night Shelter Impact Report 2013/14,p5_do_not_overclaim,0,No keywords matched,,
215,Reports Database:Night Shelter Impact Report 2013/14,p6_be_transparent,1,Level-1 keyword (single hit): 'data',,WEAK — only 1 keyword; may be coincidental
215,Reports Database:Night Shelter Impact Report 2013/14,p7_verify_result,0,No keywords matched,,
215,Reports Database:Night Shelter Impact Report 2013/14,p8_be_responsive,0,No keywords matched,,
216,Reports Database:Crisis impact report 2013-2014,p1_involve_stakeholders,1,Level-1 keyword (single hit): 'interview',,WEAK — only 1 keyword; may be coincidental
216,Reports Database:Crisis impact report 2013-2014,p2_understand_changes,1,"Level-1 keywords (3 hits): ['change', 'impact', 'benefit']",from becoming homeless and to change the way society and government thinks and acts toward,
216,Reports Database:Crisis impact report 2013-2014,p3_value_what_matters,0,No keywords matched,,
216,Reports Database:Crisis impact report 2013-2014,p4_only_material,0,No keywords matched,,
216,Reports Database:Crisis impact report 2013-2014,p5_do_not_overclaim,0,No keywords matched,,
216,Reports Database:Crisis impact report 2013-2014,p6_be_transparent,1,Level-1 keyword (single hit): 'source',,WEAK — only 1 keyword; may be coincidental
216,Reports Database:Crisis impact report 2013-2014,p7_verify_result,1,Level-1 keyword (single hit): 'range',,WEAK — only 1 keyword; may be coincidental
216,Reports Database:Crisis impact report 2013-2014,p8_be_responsive,0,No keywords matched,,
217,Reports Database:Shaw Trust. Making a difference: Our year i,p1_involve_stakeholders,2,Level-2 keyword: 'participat', giving people the opportunity to fully participate in society. shaw trust gives people the opportunity to put part of t,
217,Reports Database:Shaw Trust. Making a difference: Our year i,p2_understand_changes,1,Level-1 keyword (single hit): 'difference',,WEAK — only 1 keyword; may be coincidental
217,Reports Database:Shaw Trust. Making a difference: Our year i,p3_value_what_matters,1,Level-1 keyword (single hit): 'value',,WEAK — only 1 keyword; may be coincidental
217,Reports Database:Shaw Trust. Making a difference: Our year i,p4_only_material,0,No keywords matched,,
217,Reports Database:Shaw Trust. Making a difference: Our year i,p5_do_not_overclaim,0,No keywords matched,,
217,Reports Database:Shaw Trust. Making a difference: Our year i,p6_be_transparent,0,No keywords matched,,
217,Reports Database:Shaw Trust. Making a difference: Our year i,p7_verify_result,1,Level-1 keyword (single hit): 'conservative',,WEAK — only 1 keyword; may be coincidental
217,Reports Database:Shaw Trust. Making a difference: Our year i,p8_be_responsive,1,Level-1 keyword (single hit): 'learning',,WEAK — only 1 keyword; may be coincidental
218,Reports Database:Helping More People. Shelter impact report ,p1_involve_stakeholders,0,No keywords matched,,
218,Reports Database:Helping More People. Shelter impact report ,p2_understand_changes,1,"Level-1 keywords (4 hits): ['change', 'impact', 'benefit']",aigning for lasting political change to end the housing crisis for good. what does shelter,
218,Reports Database:Helping More People. Shelter impact report ,p3_value_what_matters,0,No keywords matched,,
218,Reports Database:Helping More People. Shelter impact report ,p4_only_material,0,No keywords matched,,
218,Reports Database:Helping More People. Shelter impact report ,p5_do_not_overclaim,0,No keywords matched,,
218,Reports Database:Helping More People. Shelter impact report ,p6_be_transparent,1,Level-1 keyword (single hit): 'evidence',,WEAK — only 1 keyword; may be coincidental
218,Reports Database:Helping More People. Shelter impact report ,p7_verify_result,0,No keywords matched,,
218,Reports Database:Helping More People. Shelter impact report ,p8_be_responsive,0,No keywords matched,,
219,Reports Database:Keys to the Future: An independent evaluati,p1_involve_stakeholders,2,Level-2 keyword: 'participat',o thank everyone who gave their time to participate in this evaluation and made invaluable contributions: children and y,
219,Reports Database:Keys to the Future: An independent evaluati,p2_understand_changes,1,"Level-1 keywords (3 hits): ['outcome', 'change', 'impact']",ns programme reach impact and outcomes lessons learnt appendix 1: cost consequence case st,
219,Reports Database:Keys to the Future: An independent evaluati,p3_value_what_matters,0,No keywords matched,,
219,Reports Database:Keys to the Future: An independent evaluati,p4_only_material,0,No keywords matched,,
219,Reports Database:Keys to the Future: An independent evaluati,p5_do_not_overclaim,0,No keywords matched,,
219,Reports Database:Keys to the Future: An independent evaluati,p6_be_transparent,2,Level-2 keyword: 'appendix',each impact and outcomes lessons learnt appendix 1: cost consequence case study 4 5 8 10 16 18 an independent evaluation,
219,Reports Database:Keys to the Future: An independent evaluati,p7_verify_result,1,Level-1 keyword (single hit): 'range',,WEAK — only 1 keyword; may be coincidental
219,Reports Database:Keys to the Future: An independent evaluati,p8_be_responsive,1,Level-1 keyword (single hit): 'lesson',,WEAK — only 1 keyword; may be coincidental
220,Reports Database:Keys to the Future: An independent evaluati,p1_involve_stakeholders,1,"Level-1 keywords (3 hits): ['stakeholder', 'beneficiar', 'engagement']","rative staff, and to external stakeholders for providing their perspectives. cover photogr",
220,Reports Database:Keys to the Future: An independent evaluati,p2_understand_changes,1,"Level-1 keywords (3 hits): ['outcome', 'change', 'impact']",ns programme reach impact and outcomes stakeholder perspectives lessons learnt appendices ,
220,Reports Database:Keys to the Future: An independent evaluati,p3_value_what_matters,0,No keywords matched,,
220,Reports Database:Keys to the Future: An independent evaluati,p4_only_material,0,No keywords matched,,
220,Reports Database:Keys to the Future: An independent evaluati,p5_do_not_overclaim,0,No keywords matched,,
220,Reports Database:Keys to the Future: An independent evaluati,p6_be_transparent,2,Level-2 keyword: 'appendix',work and the methodology are set out in appendix 1. 4 an independent evaluation of shelter’s children’s services: interi,
220,Reports Database:Keys to the Future: An independent evaluati,p7_verify_result,1,Level-1 keyword (single hit): 'range',,WEAK — only 1 keyword; may be coincidental
220,Reports Database:Keys to the Future: An independent evaluati,p8_be_responsive,1,"Level-1 keywords (2 hits): ['learning', 'lesson']","tributed their time, data and learning, to shelter management and administrative staff, an",
221,Reports Database:Wales Council for Voluntary Action Impact r,p1_involve_stakeholders,1,"Level-1 keywords (2 hits): ['consultat', 'community involvement']","esponses we’ve made to public consultations promoting third sector interests 8,000 out-of-",
221,Reports Database:Wales Council for Voluntary Action Impact r,p2_understand_changes,1,"Level-1 keywords (2 hits): ['change', 'impact']","sourcing the sector achieving change grants, loans and contracts our award winners wcva bo",
221,Reports Database:Wales Council for Voluntary Action Impact r,p3_value_what_matters,1,Level-1 keyword (single hit): 'value',,WEAK — only 1 keyword; may be coincidental
221,Reports Database:Wales Council for Voluntary Action Impact r,p4_only_material,0,No keywords matched,,
221,Reports Database:Wales Council for Voluntary Action Impact r,p5_do_not_overclaim,0,No keywords matched,,
221,Reports Database:Wales Council for Voluntary Action Impact r,p6_be_transparent,1,Level-1 keyword (single hit): 'source',,WEAK — only 1 keyword; may be coincidental
221,Reports Database:Wales Council for Voluntary Action Impact r,p7_verify_result,1,Level-1 keyword (single hit): 'range',,WEAK — only 1 keyword; may be coincidental
221,Reports Database:Wales Council for Voluntary Action Impact r,p8_be_responsive,0,No keywords matched,,
222,Reports Database:Refugee Council Impact Report 2012-2013,p1_involve_stakeholders,0,No keywords matched,,
222,Reports Database:Refugee Council Impact Report 2012-2013,p2_understand_changes,1,"Level-1 keywords (4 hits): ['outcome', 'change', 'impact']",ether achieving better health outcomes for those traumatised by the persecution that drove,
222,Reports Database:Refugee Council Impact Report 2012-2013,p3_value_what_matters,0,No keywords matched,,
222,Reports Database:Refugee Council Impact Report 2012-2013,p4_only_material,0,No keywords matched,,
222,Reports Database:Refugee Council Impact Report 2012-2013,p5_do_not_overclaim,0,No keywords matched,,
222,Reports Database:Refugee Council Impact Report 2012-2013,p6_be_transparent,0,No keywords matched,,
222,Reports Database:Refugee Council Impact Report 2012-2013,p7_verify_result,1,Level-1 keyword (single hit): 'range',,WEAK — only 1 keyword; may be coincidental
222,Reports Database:Refugee Council Impact Report 2012-2013,p8_be_responsive,0,No keywords matched,,
223,Reports Database:Refugee Council Impact Report 2013-2014,p1_involve_stakeholders,1,"Level-1 keywords (2 hits): ['beneficiar', 'engagement']",d the lives of so many of our beneficiaries this year is a deserved and fitting tribute to,
223,Reports Database:Refugee Council Impact Report 2013-2014,p2_understand_changes,1,"Level-1 keywords (2 hits): ['impact', 'difference']",impact report 2013-2014 how refugee council has performed an,
223,Reports Database:Refugee Council Impact Report 2013-2014,p3_value_what_matters,0,No keywords matched,,
223,Reports Database:Refugee Council Impact Report 2013-2014,p4_only_material,1,Level-1 keyword (single hit): 'scope',,WEAK — only 1 keyword; may be coincidental
223,Reports Database:Refugee Council Impact Report 2013-2014,p5_do_not_overclaim,0,No keywords matched,,
223,Reports Database:Refugee Council Impact Report 2013-2014,p6_be_transparent,1,Level-1 keyword (single hit): 'source',,WEAK — only 1 keyword; may be coincidental
223,Reports Database:Refugee Council Impact Report 2013-2014,p7_verify_result,1,Level-1 keyword (single hit): 'sensitiv',,WEAK — only 1 keyword; may be coincidental
223,Reports Database:Refugee Council Impact Report 2013-2014,p8_be_responsive,0,No keywords matched,,
224,Reports Database:CAB volunteering – how everyone benefits. T,p1_involve_stakeholders,1,"Level-1 keywords (2 hits): ['engagement', 'survey']",g; and community cohesion and engagement. © ian enness this is the first in a series of re,
224,Reports Database:CAB volunteering – how everyone benefits. T,p2_understand_changes,1,"Level-1 keywords (5 hits): ['change', 'impact', 'benefit']", sets the benchmark to enable change. cab removes the boundaries so you can do as much or ,
224,Reports Database:CAB volunteering – how everyone benefits. T,p3_value_what_matters,1,"Level-1 keywords (2 hits): ['value', 'worth']","g – how everyone benefits the value of cab volunteering to individuals, communities and so",
224,Reports Database:CAB volunteering – how everyone benefits. T,p4_only_material,0,No keywords matched,,
224,Reports Database:CAB volunteering – how everyone benefits. T,p5_do_not_overclaim,0,No keywords matched,,
224,Reports Database:CAB volunteering – how everyone benefits. T,p6_be_transparent,1,"Level-1 keywords (2 hits): ['evidence', 'source']"," 75 years after all. based on evidence from almost 1,500 cab volunteers, this report aims ",Verify: generic terms may produce false positives
224,Reports Database:CAB volunteering – how everyone benefits. T,p7_verify_result,1,Level-1 keyword (single hit): 'range',,WEAK — only 1 keyword; may be coincidental
224,Reports Database:CAB volunteering – how everyone benefits. T,p8_be_responsive,1,Level-1 keyword (single hit): 'recommend',,WEAK — only 1 keyword; may be coincidental
225,Reports Database:Citizens Advice Bureau: our impact on consu,p1_involve_stakeholders,2,Level-2 keyword: 'participat',"er cent increase in energy enquiries in participating bureaux during big energy saving week, from clients wanting to acc",
225,Reports Database:Citizens Advice Bureau: our impact on consu,p2_understand_changes,1,"Level-1 keywords (3 hits): ['change', 'impact', 'benefit']"," month. *client name has been changed consumer issues, large or small, affect everyone: 22",
225,Reports Database:Citizens Advice Bureau: our impact on consu,p3_value_what_matters,0,No keywords matched,,
225,Reports Database:Citizens Advice Bureau: our impact on consu,p4_only_material,1,Level-1 keyword (single hit): 'relevant',,WEAK — only 1 keyword; may be coincidental
225,Reports Database:Citizens Advice Bureau: our impact on consu,p5_do_not_overclaim,0,No keywords matched,,
225,Reports Database:Citizens Advice Bureau: our impact on consu,p6_be_transparent,1,"Level-1 keywords (2 hits): ['evidence', 'source']","tand common issues, using our evidence and insight. 200 per cent increase in energy enquir",Verify: generic terms may produce false positives
225,Reports Database:Citizens Advice Bureau: our impact on consu,p7_verify_result,0,No keywords matched,,
225,Reports Database:Citizens Advice Bureau: our impact on consu,p8_be_responsive,0,No keywords matched,,
227,Reports Database:The National Autistic Society Impact Report,p1_involve_stakeholders,1,Level-1 keyword (single hit): 'survey',,WEAK — only 1 keyword; may be coincidental
227,Reports Database:The National Autistic Society Impact Report,p2_understand_changes,1,"Level-1 keywords (2 hits): ['impact', 'result']",2 t r o p e r t c a p m i nas impact report 2014 | 1 2 | nas impact report 2014 s 4 forewo,
227,Reports Database:The National Autistic Society Impact Report,p3_value_what_matters,0,No keywords matched,,
227,Reports Database:The National Autistic Society Impact Report,p4_only_material,0,No keywords matched,,
227,Reports Database:The National Autistic Society Impact Report,p5_do_not_overclaim,0,No keywords matched,,
227,Reports Database:The National Autistic Society Impact Report,p6_be_transparent,1,Level-1 keyword (single hit): 'source',,WEAK — only 1 keyword; may be coincidental
227,Reports Database:The National Autistic Society Impact Report,p7_verify_result,1,"Level-1 keywords (2 hits): ['sensitiv', 'range']","lso experience over- or under-sensitivity to sounds, touch, tastes, smells, light or colou",
227,Reports Database:The National Autistic Society Impact Report,p8_be_responsive,0,No keywords matched,,
228,Reports Database:National Energy Action Annual Impact Report,p1_involve_stakeholders,1,"Level-1 keywords (2 hits): ['stakeholder', 'engagement']","unity engagement work. 10,000 stakeholders have improved knowledge of action they can take",
228,Reports Database:National Energy Action Annual Impact Report,p2_understand_changes,1,"Level-1 keywords (3 hits): ['change', 'impact', 'benefit']", on bringing about meaningful change in policy and practice in the year ahead. however it ,
228,Reports Database:National Energy Action Annual Impact Report,p3_value_what_matters,0,No keywords matched,,
228,Reports Database:National Energy Action Annual Impact Report,p4_only_material,0,No keywords matched,,
228,Reports Database:National Energy Action Annual Impact Report,p5_do_not_overclaim,0,No keywords matched,,
228,Reports Database:National Energy Action Annual Impact Report,p6_be_transparent,1,Level-1 keyword (single hit): 'evidence',,WEAK — only 1 keyword; may be coincidental
228,Reports Database:National Energy Action Annual Impact Report,p7_verify_result,1,Level-1 keyword (single hit): 'range',,WEAK — only 1 keyword; may be coincidental
228,Reports Database:National Energy Action Annual Impact Report,p8_be_responsive,0,No keywords matched,,
229,Reports Database:LEM Report 3: Measuring Museum Impacts,p1_involve_stakeholders,0,No keywords matched,,
229,Reports Database:LEM Report 3: Measuring Museum Impacts,p2_understand_changes,1,"Level-1 keywords (2 hits): ['change', 'impact']","nd adult educators to meet, exchange experiences and good practices, and to learn from eac",
229,Reports Database:LEM Report 3: Measuring Museum Impacts,p3_value_what_matters,1,Level-1 keyword (single hit): 'value',,WEAK — only 1 keyword; may be coincidental
229,Reports Database:LEM Report 3: Measuring Museum Impacts,p4_only_material,1,Level-1 keyword (single hit): 'material',,WEAK — only 1 keyword; may be coincidental
229,Reports Database:LEM Report 3: Measuring Museum Impacts,p5_do_not_overclaim,0,No keywords matched,,
229,Reports Database:LEM Report 3: Measuring Museum Impacts,p6_be_transparent,0,No keywords matched,,
229,Reports Database:LEM Report 3: Measuring Museum Impacts,p7_verify_result,1,Level-1 keyword (single hit): 'range',,WEAK — only 1 keyword; may be coincidental
229,Reports Database:LEM Report 3: Measuring Museum Impacts,p8_be_responsive,2,Level-2 keyword: 'lessons learned',"draws from the materials collected, the lessons learned and the contacts established by its forerunners, but moves one s",
230,Reports Database:Quick Reads Impact Evaluation Report 2012-1,p1_involve_stakeholders,1,Level-1 keyword (single hit): 'survey',,WEAK — only 1 keyword; may be coincidental
