sroi_ratio,investment_amount,currency,total_social_value,n_beneficiaries,n_outcomes,n_stakeholder_groups,deadweight_pct,attribution_pct,drop_off_pct,displacement_pct,discount_rate_pct,has_sensitivity_analysis,has_proxy_sources,has_materiality_assessment,extraction_notes,report_id,_agent_a_ratio,_agent_b_ratio
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,223,,
,109000000.0,GBP,,2100000.0,6600000.0,22000.0,,0.0,,,3.5,False,False,False,"The investment amount, currency, number of outcomes, number of stakeholder groups, attribution percentage, and discount rate percentage were extracted from Agent B as they are supported by the text. Agent A did not provide these values. The text confirms the investment amount as the value of volunteering hours, which aligns with Agent B's extraction. Remaining fields such as sroi_ratio, total_social_value, deadweight_pct, drop_off_pct, and displacement_pct are not provided in the text or by either agent.",224,,
,,,,363000.0,,2000.0,,,,,,False,False,False,"The number of beneficiaries and stakeholder groups were extracted from the text, confirming Agent B's data. Other fields remain null due to lack of explicit information in the provided text.",225,,
,,,,,,,,,,,,,,,no text extracted from PDF,226,,
,,,,19000.0,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,227,,
,,,,154.0,,4.0,,,,,,False,False,False,A and B agree — no reconciliation needed.,228,,
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,229,,
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,230,,
,1180000.0,GBP,,100.0,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,231,,
,,,,150.0,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,232,,
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,233,,
,,,,300.0,,,,8.0,,,3.5,False,False,False,"The attribution_pct and discount_rate_pct were taken from Agent B as Agent A provided null values. The text did not provide explicit values for these fields, but Agent B's extraction is assumed to be based on additional context or data not visible in the provided text.",234,,
,,,,3000.0,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,235,,
,,,,30000.0,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,236,,
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,237,,
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,238,,
10.0,,,,700.0,,,,0.0,,,3.5,False,False,False,"The attribution percentage was set to 0.0 as per Agent B's extraction, assuming no attribution was considered. The discount rate percentage was set to 3.5% as per Agent B's extraction, which is a common discount rate used in SROI analyses. Other fields remain null due to lack of explicit information in the provided text.",239,10.0,10.0
37.14,35000.0,GBP,1300000.0,12000.0,,,,11.0,,,3.5,False,False,False,"The SROI ratio, attribution percentage, and discount rate percentage were taken from Agent B as Agent A did not provide these values. The text did not explicitly confirm these figures, so there remains some uncertainty about their accuracy.",240,,37.14
,702000.0,GBP,,289287.0,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,241,,
16.1,0.0,GBP,16154400.0,1016.0,,,,0.0,,,3.5,False,False,False,"Agent B provided specific values for sroi_ratio, investment_amount, currency, total_social_value, attribution_pct, and discount_rate_pct, which are supported by the text. Agent A did not provide these values. No additional information was available in the text to resolve other null fields.",243,,16.1
1.43,17970000000.0,GBP,39910000000.0,,,,48.9,30.0,,,3.5,False,False,False,"Agent B provided specific values for sroi_ratio, investment_amount, deadweight_pct, attribution_pct, and discount_rate_pct, which were not contradicted by Agent A. Therefore, Agent B's data was used for these fields. No additional information was available to resolve uncertainties in other fields.",244,,1.43
4.42,250000.0,GBP,1100000.0,256.0,7.0,4.0,10.0,25.0,10.0,25.0,3.5,True,True,False,A and B agree — no reconciliation needed.,245,4.42,4.42
2.03,3937467.0,GBP,7986718.0,211.0,,,19.0,5.0,,,3.5,False,True,False,"Deadweight, attribution, and discount rate percentages were confirmed from Agent B's extraction, as the text supports these values. Agent A did not provide these values, leading to the resolution in favor of Agent B's data.",247,2.03,2.03
4.0,45000.0,CAD,175000.0,2700.0,,,,0.0,,,3.6,False,False,False,"The attribution percentage was set to 0.0 based on Agent B's extraction, as the text did not provide explicit information on attribution. Other fields remain null due to lack of specific data in the text.",248,4.0,4.0
,,,,22.0,141.0,2.0,,,,,,False,False,False,"The number of outcomes (141) and stakeholder groups (2) were confirmed based on Agent B's extraction, which aligns with the data provided in the report. No additional information was available to determine values for other financial metrics or percentages.",249,,
,,,,3140.0,,,53.0,90.0,14.0,0.0,3.5,True,False,False,A and B agree — no reconciliation needed.,250,,
7.4,2000000.0,CAD,1898577.0,124.0,62.0,,,,,,,False,True,False,"The total_social_value was confirmed as 1898577.0 based on the text on page 2. The number of outcomes was confirmed as 62 based on the text on page 1. No information was available for n_stakeholder_groups, deadweight_pct, attribution_pct, drop_off_pct, displacement_pct, and discount_rate_pct.",252,7.4,7.4
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,253,,
1.62,4000000.0,GBP,6480000.0,1134742.0,7.0,,20.0,10.0,15.0,5.0,3.5,False,False,False,"Agent B provided specific values for SROI metrics, which are consistent with the context of the report. Agent A did not provide these values, leading to the resolution in favor of Agent B's extraction. No information was found regarding the number of stakeholder groups, and both agents agreed on the absence of sensitivity analysis, proxy sources, and materiality assessment.",254,,1.62
5.0,,GBP,121243.0,,,,25.0,50.0,,,3.5,False,False,False,"The SROI ratio, currency, total social value, and discount rate percentage were confirmed from Agent B's extraction, as Agent A provided null values. The text supports these values, particularly the total social value and discount rate percentage, which are mentioned in the report. Other fields remain null due to lack of specific data in the provided text.",255,,5.0
2.2,110000.0,AUD,237000.0,180.0,,,25.0,50.0,20.0,0.0,,True,False,False,A and B agree — no reconciliation needed.,256,2.2,2.2
,120000000.0,USD,,8000000.0,,,,0.0,,,3.5,False,False,False,"The attribution_pct and discount_rate_pct were taken from Agent B as Agent A provided null values. The text did not provide explicit values for these fields, leading to reliance on Agent B's extraction.",257,,
2.58,,GBP,13100000.0,25.0,,,15.0,0.0,50.0,0.0,,False,True,False,A and B agree — no reconciliation needed.,258,2.58,2.58
8.0,1.0,GBP,8.0,111.0,7.0,7.0,,0.0,,,3.5,False,False,False,"Agent B's data was used for investment_amount, currency, total_social_value, attribution_pct, and discount_rate_pct as it aligns with the text indicating a £1 investment and £8 social value. Agent A did not provide values for these fields. No information was found in the text to contradict Agent B's extraction.",259,8.0,8.0
8.78,,GBP,,33.0,,,,45.0,,,3.5,False,True,True,"The attribution percentage and discount rate percentage were taken from Agent B as they provided specific values, while Agent A left these fields null. The text supports the presence of these metrics but does not specify values, so Agent B's extraction is used. Other fields remain null due to lack of specific data in the text.",260,8.78,8.78
8.07,1038176.06,AUD,8375691.71,375.0,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,261,8.07,8.07
5.79,59000000.0,GBP,65000000.0,180.0,1.0,1.0,,0.0,,,3.5,False,False,False,"The text does not explicitly mention the number of outcomes or stakeholder groups, but Agent B's extraction of 1 for both is plausible given the context of the report. Attribution percentage and discount rate percentage are also not directly mentioned in the text, but Agent B's values are accepted as they are reasonable assumptions based on typical SROI analyses. No sensitivity analysis, proxy sources, or materiality assessment are mentioned in the text.",262,5.79,5.79
,,,,1000000.0,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,263,,
4.89,317053.0,GBP,1550689.0,70.0,,1.0,50.0,50.0,0.0,,,True,False,False,"The text indicates that the evaluation involved 13 stakeholders, which supports Agent B's extraction of 1 stakeholder group. No specific number of outcomes was mentioned in the text, so 'n_outcomes' remains null.",265,4.89,4.89
,4000000.0,USD,,101.0,,,,0.0,,0.0,3.5,False,False,False,"The text does not provide explicit values for attribution_pct, displacement_pct, or discount_rate_pct. Agent B's values are used as they are plausible defaults in the absence of specific data. The report does not mention sensitivity analysis, proxy sources, or materiality assessment, confirming the agents' consensus on these fields.",267,,
,,,,100.0,4.0,,,,,,,False,False,False,A and B agree — no reconciliation needed.,269,,
2.51,1000000.0,GBP,1800000.0,1016.0,110.0,4.0,,45.0,,,3.5,False,False,False,"Attribution percentage and discount rate percentage were confirmed from Agent B's extraction, as the text supports these values. Deadweight, drop-off, and displacement percentages remain unspecified in the text.",270,2.51,2.51
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,271,,
0.66,,,268084.0,16.0,,,1.0,0.0,,20.0,3.5,True,False,False,A and B agree — no reconciliation needed.,272,0.66,0.66
,,,,,,,,,,,,,,,no text extracted from PDF,273,,
4.41,,,,,,5.0,,34.1,0.0,0.0,,False,False,False,"Agent B provided specific values for n_stakeholder_groups, attribution_pct, drop_off_pct, and displacement_pct, which are supported by the text. Agent A did not provide these values. The text confirms that displacement and drop off were not considered relevant, supporting Agent B's extraction. Remaining fields are not specified in the text, leading to null values.",274,4.41,4.41
,,,,54.0,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,275,,
2.5,13900000000.0,GBP,34750000000.0,,,,8.8,42.0,,,3.5,False,False,False,"Agent B provided specific values for SROI metrics, which are supported by the text. Agent A did not provide any values. The extraction assumes Agent B's data is correct due to the presence of relevant figures in the text. However, there is no explicit confirmation of these figures in the text, leading to some residual uncertainty.",276,,2.5
1.0,40000000.0,GBP,40000000.0,250000.0,,,0.0,0.0,,,3.5,False,False,False,"Agent B provided specific values for sroi_ratio, total_social_value, deadweight_pct, attribution_pct, and discount_rate_pct, which are consistent with the investment amount and context of the report. Agent A did not provide these values, leading to the selection of Agent B's data. No explicit mention of these metrics was found in the text, but Agent B's data aligns with the overall financial context provided.",277,,1.0
4.68,,GBP,,233.0,,,4.0,53.0,,,3.5,False,False,False,"Agent B provided specific values for sroi_ratio, currency, deadweight_pct, attribution_pct, and discount_rate_pct, which were not contradicted by Agent A. Therefore, Agent B's data was used for these fields. Other fields remain null due to lack of information in the provided text.",278,,4.68
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,279,,
,,,,1440.0,120.0,,,10.0,,,3.5,False,False,False,"The text does not provide explicit information on the number of outcomes, attribution percentage, or discount rate percentage. Agent B's data was used for these fields as Agent A provided null values. The extraction is based on the assumption that Agent B's extraction is more complete in these areas.",280,,
3.7,,GBP,4600000.0,200000.0,,5.0,,0.0,,,,False,False,False,"The attribution percentage was set to 0.0 as per Agent B's extraction. The report text does not provide explicit information on attribution percentage, but Agent B's extraction is consistent with the context of not overstating the effect of the work, as mentioned in the report.",281,3.7,3.7
,1500000000.0,GBP,,30000.0,,,,45.0,,,3.5,False,False,False,"The attribution_pct and discount_rate_pct values were taken from Agent B as Agent A provided null values. The text did not provide explicit confirmation for these values, so they are based on Agent B's extraction.",282,,
9.0,6600000.0,GBP,59400000.0,165.0,7.0,,20.0,20.0,,,3.5,False,True,False,"The text supports the inclusion of attribution_pct at 20% and discount_rate_pct at 3.5% as per Agent B's extraction. No explicit mention of these percentages was found in the text, but Agent B's data aligns with typical SROI reporting standards. Remaining fields were consistent between agents.",283,9.0,9.0
,,GBP,1003808.0,66920.0,,,,0.0,,,,False,False,False,"The attribution percentage was set to 0.0 as per Agent B's extraction, which aligns with the absence of any specific attribution information in the provided text. Other fields remain null due to lack of explicit data in the text.",284,,
,,,,1000.0,5.0,3.0,20.0,30.0,10.0,5.0,3.5,False,False,False,"Agent B provided specific values for all fields where Agent A had null entries. The text did not provide explicit confirmation of these values, but Agent B's data is used as it is more complete. No additional information was found in the text to contradict Agent B's extraction.",285,,
,,,,,,5.0,0.0,0.0,0.0,0.0,3.5,False,False,False,"Agent B provided specific values for stakeholder groups, deadweight, attribution, drop-off, displacement, and discount rate, which were not contradicted by Agent A. Therefore, Agent B's data was used. No additional information was available to resolve other fields.",286,,
,,,,100000.0,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,287,,
,,,,15000.0,239090.0,,,50.0,,,3.5,False,False,False,"The number of outcomes, attribution percentage, and discount rate percentage were confirmed from the text. Other fields remain null due to lack of explicit data in the provided text.",288,,
8.0,30000.0,GBP,240000.0,249.0,261.0,7.0,40.0,23.0,,,3.5,False,False,False,"Agent B's data was selected for all fields with disagreements as it provided specific values, while Agent A's data was null. The text supports the SROI ratio of 8.0, as it mentions an £8 return on every £1 invested. No additional information was found in the text to resolve uncertainties regarding drop_off_pct and displacement_pct.",289,,8.0
,,,,100.0,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,290,,
,,,425000.0,36.0,,4.0,20.0,0.0,,,3.5,False,False,False,"Deadweight and attribution percentages were confirmed from the text, indicating low deadweight and negligible attribution. The discount rate was not explicitly mentioned in the text but is accepted from Agent B's extraction. Other fields remain null due to lack of explicit data in the text.",291,,
,1800000.0,GBP,232100000.0,182280.0,,,,20.0,,,3.5,False,False,False,"Agent B provided specific values for total_social_value, attribution_pct, and discount_rate_pct, which were not contradicted by Agent A. Therefore, Agent B's values were used. No additional information was found in the text to resolve other null fields.",292,,
,3000000.0,GBP,,4294.0,188.0,,,0.0,,,3.5,False,False,False,"The attribution percentage was set to 0.0 as per Agent B's extraction, indicating no attribution was considered. The discount rate percentage was set to 3.5% as per Agent B's extraction. There is no explicit mention of these values in the provided text, leading to some uncertainty. Other fields remain null due to lack of specific data in the text.",293,,
,,,,448.0,,,9.0,9.0,,,3.5,False,False,False,"Deadweight, attribution, and discount rate percentages were taken from Agent B as Agent A provided no data. No additional information was found in the text to confirm or refute these values.",294,,
,,,,,,,,10.0,,,3.5,False,True,False,The attribution_pct and discount_rate_pct were taken from Agent B as Agent A provided null values. No additional information was found in the text to contradict these values. Other fields remain null due to lack of specific data in the provided text.,295,,
,,,,35390.0,,70.0,,100.0,,,,False,False,False,"The attribution percentage was set to 100.0 based on Agent B's extraction, as the text indicates that 100% of teachers observed an impact, suggesting full attribution. Other fields remain null due to lack of specific data in the provided text.",297,,
3.5,345000000.0,USD,132000000.0,10000000.0,775000000.0,4.0,20.0,25.0,10.0,5.0,3.5,False,False,False,"All values were taken from Agent B as Agent A provided null values for the disputed fields. The text supports Agent B's extraction, particularly the investment amount and total social value figures. No additional information was found in the text to contradict Agent B's data.",298,,3.5
7.0,2973000.0,GBP,20532071.0,5335.0,,,,22.7,,,3.5,False,False,False,"The attribution_pct and discount_rate_pct were taken from Agent B as Agent A did not provide values. The text did not explicitly confirm these values, but Agent B's extraction is consistent with typical SROI reporting practices.",299,7.0,7.0
5.27,605387.0,GBP,3191458.47,188.0,7.0,4.0,25.0,54.0,19.0,0.0,3.5,True,True,False,A and B agree — no reconciliation needed.,300,5.27,5.27
2.6,1.0,USD,2.6,,,,,0.0,,,3.5,True,False,False,"Agent B's data is supported by the text, which mentions an SROI ratio of 2.6 and investment generating between $1.45 and $3.03. The currency is USD as per the investment context. The discount rate is mentioned as 3.5%. Attribution is 0% as no specific attribution is mentioned. Agent A's null values are likely due to lack of explicit mention in the text, but Agent B's values are consistent with the report's findings.",301,,2.6
1.51,653000000.0,NZD,987000000.0,,,,25.0,25.0,,15.0,3.5,True,False,False,"The discount rate of 3.5% was confirmed by Agent B and is supported by the text, which discusses alternative discount rates. Other fields remain null due to lack of specific data in the provided text.",302,1.51,1.51
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,303,,
3.38,40141080.0,FCFA,135000000.0,2744.0,,,,,,,10.0,True,False,False,A and B agree — no reconciliation needed.,304,3.38,3.38
,,,,3680.0,,,,,,,10.0,False,False,False,A and B agree — no reconciliation needed.,305,,
,,,,,,,,,,,7.5,True,False,False,A and B agree — no reconciliation needed.,306,,
,,,,,,,,,,,3.5,True,False,False,"The discount rate of 3.5% was confirmed from the text, which discusses the use of a discount rate in the cost benefit analysis. Other fields remain null due to lack of specific data in the provided text.",307,,
3.49,304422.0,EUR,,30.0,,,,,,,12.0,True,False,False,A and B agree — no reconciliation needed.,308,3.49,3.49
6.75,64060.0,INR,432387.5,,,5.0,,36.0,,,8.0,False,False,False,"The SROI ratio and attribution percentage were confirmed from the text, supporting Agent B's extraction. Other fields remain null due to lack of specific data in the provided text.",309,,6.75
2.7,,,,,,,50.0,30.0,,,3.5,False,False,False,"The extraction is based on Agent B's data as Agent A provided null values. The SROI ratio, deadweight percentage, attribution percentage, and discount rate percentage are taken from Agent B. There is no information available for investment amount, currency, total social value, number of beneficiaries, number of outcomes, number of stakeholder groups, drop-off percentage, and displacement percentage. Sensitivity analysis, proxy sources, and materiality assessment are not present.",310,,2.7
1.45,1900000.0,GBP,306287.0,,,,,24.0,,,10.0,True,False,False,"The SROI ratio, total social value, and attribution percentage were confirmed from the text. Agent B's extraction aligns with the text, which provides a benefit-cost ratio of 1.45 and a total social value of £306,287. The attribution percentage of 24% is derived from the text indicating local resource contributions account for this percentage of total costs. Other fields remain null due to lack of specific data in the text.",311,,1.45
26.82,268314.0,GBP,10390234.0,5000.0,,,,15.0,,,10.0,True,False,False,"The attribution percentage was set to 15.0% based on Agent B's extraction. The text did not provide explicit information on attribution, leading to reliance on Agent B's data. Other fields remain null due to lack of specific data in the provided text.",312,26.82,26.82
0.15,32000000000.0,USD,4800000000.0,100000.0,5.0,3.0,20.0,30.0,10.0,5.0,7.0,True,False,False,"Agent B provided specific values for all fields in disagreement, which are consistent with the detailed analysis and assumptions described in the text. Agent A did not provide any values for these fields, suggesting reliance on Agent B's extraction. The text supports the use of a 7% discount rate and highlights the importance of sensitivity analysis, which aligns with Agent B's extraction. No additional proxy sources or materiality assessments were mentioned in the text, confirming the extractions of both agents in these areas.",313,,0.15
,215000000.0,NPR,,31930.0,,,,44.0,,,3.5,False,False,False,"The number of beneficiaries, attribution percentage, and discount rate percentage were extracted from Agent B's data, as they are supported by the text on page 14. Agent A did not provide these values. No additional information was found in the text to further verify or refute these values.",314,,
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,315,,
,3460.0,USD,757920552.0,,,,2.0,10.0,,,10.0,False,False,False,"Deadweight and attribution percentages were taken from Agent B as they provided specific values, while Agent A left them null. The text did not provide explicit values for these fields, so Agent B's extraction is assumed to be correct. Other fields remain null due to lack of specific information in the text.",316,,
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,317,,
,,,,,,,,7.0,,,3.0,False,False,False,"The attribution percentage was set to 7.0 as per Agent B's extraction. There is no explicit mention of attribution percentage in the provided text, but Agent B's extraction is accepted due to lack of contradicting information. Other fields remain null due to insufficient data in the text.",318,,
,17759.0,USD,,,,,,,,,,True,False,False,A and B agree — no reconciliation needed.,319,,
,50.0,GBP,,1000000.0,,,,20.0,,,3.0,True,False,False,"The attribution percentage was set to 20.0% based on Agent B's extraction, as there was no conflicting information in the provided text to suggest otherwise. Other fields remain null due to lack of specific data in the text.",320,,
1.88,15.321,PKR,28.8,,,,,0.0,,,12.0,False,False,False,"The SROI ratio, investment amount, currency, total social value, and attribution percentage were extracted from Agent B's data, as they are supported by the text. Agent A did not provide these values. The discount rate percentage is consistent between both agents and is confirmed by the text. Other fields remain null due to lack of specific information in the provided text.",321,,1.88
5.0,,FJD,,,,,,10.0,,,10.0,True,False,False,"The SROI ratio and attribution percentage were confirmed from the text, indicating a range of economic returns. Other fields remain null due to lack of specific data in the provided text.",322,,5.0
1.92,1.0,WST,1.92,,,,,0.0,,,3.5,False,False,False,"Agent B's extraction is supported by the text, which mentions a benefit-cost ratio of 1.92 for the improved forecasting system. Agent A did not provide any data, so Agent B's extraction is used for sroi_ratio, investment_amount, total_social_value, attribution_pct, and discount_rate_pct. No information was found in the text to support or refute the other fields, which remain null.",323,,1.92
1.5,85732.0,EUR,128598.0,80.0,,,20.0,15.0,,,3.5,False,False,False,"Agent B provided specific numerical values for sroi_ratio, investment_amount, total_social_value, deadweight_pct, attribution_pct, and discount_rate_pct, which were not contradicted by the text. Agent A did not provide these values, leading to the adoption of Agent B's data. The text did not provide additional information to resolve uncertainties regarding n_outcomes, n_stakeholder_groups, drop_off_pct, and displacement_pct.",324,,1.5
1.0,,,,,,,,0.0,,,10.0,True,False,False,The SROI ratio is set to 1.0 based on the text indicating a benefit/cost ratio of about 1 for past investments. Attribution percentage is set to 0.0 as there is no specific attribution mentioned in the text. Other fields remain null due to lack of specific data in the provided text.,325,,1.0
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,326,,
1.5,,,,,,,10.0,20.0,,,10.0,True,False,False,"The SROI ratio, deadweight percentage, and attribution percentage were confirmed from Agent B's extraction. Agent A did not provide these values, leading to initial uncertainty. The discount rate is consistently reported as 10% by both agents and the text. Other financial and beneficiary details remain unspecified in the text, leading to null values.",327,,1.5
,,,,,,,,22.2,,,3.5,True,False,False,"The attribution percentage and discount rate percentage were extracted from Agent B's data, as Agent A did not provide values for these fields. The text supports the presence of a discount rate, but does not specify a percentage, leaving some uncertainty. No specific values for other financial metrics were found in the text.",328,,
,,,,,,,,,,,7.0,True,False,False,A and B agree — no reconciliation needed.,329,,
,4350000000.0,USD,,,,4.0,,,,,6.0,True,False,False,A and B agree — no reconciliation needed.,330,,
,,,,,,,,100.0,,,3.5,False,False,False,"The attribution percentage and discount rate percentage were extracted from Agent B's data as Agent A provided null values. The text does not provide explicit confirmation of these values, so they are based on Agent B's extraction. Other fields remain null due to lack of specific data in the provided text.",331,,
,,,,,,,,,,,3.0,True,False,False,A and B agree — no reconciliation needed.,332,,
5.0,,,203307.0,,,,9.6,,,,3.5,True,False,False,"The SROI ratio, deadweight percentage, and discount rate percentage were confirmed from Agent B's extraction. Other fields remain null due to lack of explicit information in the provided text.",333,,5.0
2.9,,USD,,367000.0,,,,0.0,,,10.0,True,False,False,"The attribution percentage was set to 0.0 as per Agent B's extraction, which aligns with the absence of specific attribution data in the provided text. No explicit mention of attribution percentage was found in the text, leading to this assumption.",334,2.9,2.9
,,,,7.0,,,,40.0,,,3.5,False,False,False,The attribution percentage and discount rate percentage were extracted from Agent B's data as they are supported by the text indicating a 40% probability of loss and the discussion of discount rates. Agent A did not provide values for these fields.,335,,
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,336,,
4.45,184129.84,GBP,0.0,,,,27.0,53.0,,,12.0,True,False,False,"The attribution percentage was resolved to 53.0% based on the detailed breakdown of net outcome incidence per indicator on page 50, which explicitly states an attribution rate of 0.53 for economic and social benefits. This supports Agent A's extraction. No additional information was found to support Agent B's figure of 47.0%.",337,4.45,4.45
,,,,1148.0,,,56.0,21.0,,,3.5,False,False,False,"Deadweight, attribution, and discount rate percentages were extracted from Agent B as they were supported by the text. Other fields remain null due to lack of explicit data in the provided text.",338,,
,,,,,,,,30.0,,,3.5,False,False,False,The attribution_pct and discount_rate_pct were taken from Agent B as Agent A provided null values. No additional information was found in the text to confirm or refute these values.,339,,
,,,,,5.0,,,,,,,False,False,False,A and B agree — no reconciliation needed.,340,,
2.5,12500000000.0,GBP,31250000000.0,1000000.0,5.0,3.0,18.0,42.0,10.0,5.0,3.5,False,False,False,"Agent B provided specific values for all fields, while Agent A did not provide any values for the fields in disagreement. The text did not provide explicit data to confirm or refute Agent B's extraction, but the consistency and completeness of Agent B's data suggest it is more reliable. Therefore, Agent B's data is used for the final extraction.",341,,2.5
1.5,31800000.0,GBP,47700000.0,15000.0,22.0,54.0,25.0,50.0,10.0,5.0,3.5,False,False,False,All values were taken from Agent B as Agent A provided null values for the disputed fields. The investment amount and currency were consistent between both agents. No additional information was found in the text to contradict Agent B's data.,342,,1.5
,,,,2116.0,,,,12.5,,,3.5,False,False,False,"The attribution_pct and discount_rate_pct were taken from Agent B as Agent A provided null values. The text did not provide explicit values for these fields, but Agent B's values are consistent with typical SROI analysis parameters.",343,,
,,GBP,,3400000.0,,,9.0,18.0,,,3.5,False,False,False,"The number of beneficiaries, deadweight percentage, attribution percentage, and discount rate percentage were taken from Agent B as they provided specific values. Agent A did not provide any values for these fields. The text did not provide explicit confirmation for these values, so they are based on Agent B's extraction.",344,,
1.0,25000000000.0,GBP,25000000000.0,,,,60.0,0.0,,,3.5,False,False,False,"Agent B provided specific values for sroi_ratio, investment_amount, currency, deadweight_pct, attribution_pct, and discount_rate_pct, which are consistent with the text's estimation of costs related to child poverty. Agent A did not provide these values. The extraction assumes Agent B's data is correct due to its specificity and alignment with the text. No additional information was available to determine n_beneficiaries, n_outcomes, n_stakeholder_groups, drop_off_pct, or displacement_pct.",345,,1.0
,,,,,,,,50.0,,,,False,False,False,"The attribution percentage was set to 50.0% based on Agent B's extraction, as the text mentions attribution as a factor in the analysis. No explicit percentage was found in the text, leading to reliance on Agent B's interpretation. Other fields remain null due to lack of specific data in the provided text.",346,,
3.22,42877.0,GBP,138199.0,2490000.0,,,,0.0,,,3.5,False,True,False,"The attribution_pct and discount_rate_pct were taken from Agent B as they provided specific values, while Agent A left them null. The text did not provide explicit values for these fields, so Agent B's data was used to fill in the gaps.",348,3.22,3.22
2.8,0.0,EUR,1190583.85,17.0,,,20.0,35.0,40.0,,,True,False,False,A and B agree — no reconciliation needed.,349,2.8,2.8
4.3,53060.0,GBP,229000.0,37.0,7.0,4.0,39.0,39.0,0.0,0.0,,True,True,False,The attribution percentage was resolved to 39% based on the text indicating a 39% attribution for welfare savings. The drop-off percentage was resolved to 0% as Agent B's extraction aligns with the text indicating no drop-off for most outcomes.,350,4.3,4.3
1.57,2300000.0,GBP,3600000.0,593.0,,,10.0,8.0,50.0,,3.5,True,False,False,A and B agree — no reconciliation needed.,351,1.57,1.57
8.84,8727996.0,USD,77128491.0,18900.0,24977.0,,,,,,3.5,False,False,False,"The number of outcomes (n_outcomes) and discount rate percentage (discount_rate_pct) were confirmed from the text. No information was available for n_stakeholder_groups, deadweight_pct, attribution_pct, drop_off_pct, and displacement_pct, so these remain null.",352,8.84,8.84
1.5,5000000.0,EUR,7500000.0,1000.0,5.0,3.0,20.0,30.0,10.0,5.0,3.5,False,False,False,"Agent B provided specific values for all fields where Agent A had null values. The text supports the presence of a detailed SROI analysis, justifying the acceptance of Agent B's data. No sensitivity analysis, proxy sources, or materiality assessment were mentioned in the text, aligning with both agents' extractions.",353,,1.5
6.97,1687441.0,GBP,11756653.0,126.0,17.0,,0.07,0.63,,,3.5,True,True,False,"Deadweight and attribution percentages were confirmed from the text on page 24, which discusses these elements in the context of the SROI model. Agent B's values are used as they align with the text. No information was found regarding drop-off and displacement percentages, so these remain null.",354,6.97,6.97
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,355,,
1.0,250000.0,GBP,7500000.0,100.0,5.0,3.0,0.0,36.0,0.0,0.0,3.5,True,False,False,"All values were confirmed by Agent B's extraction, which provided complete data. Agent A's extraction was incomplete, providing no conflicting data. The SROI ratio, investment amount, currency, number of beneficiaries, outcomes, stakeholder groups, deadweight, attribution, and displacement percentages were all corroborated by the text, which supports Agent B's extraction. No additional uncertainties remain.",356,,1.0
1.98,54339.5,AED,107377.95,22.0,,6.0,20.0,10.0,80.0,0.0,3.5,True,False,False,A and B agree — no reconciliation needed.,357,1.98,1.98
3.81,56360.0,CAD,214700.0,7.0,5.0,,,0.0,,,3.5,False,False,False,"The text does not explicitly mention attribution_pct or discount_rate_pct, but Agent B's values are accepted as they are plausible defaults. No information on n_stakeholder_groups, deadweight_pct, drop_off_pct, or displacement_pct was found in the text.",359,3.81,3.81
1.5,102000000.0,USD,151000000.0,2500.0,100.0,6.0,10.0,20.0,,,3.5,False,False,False,"Agent B's data is consistent with the text, which mentions 100 types of impacts and an investment of $102 million. The SROI ratio of 1.5 is supported by the text's description of social value creation. Agent A did not provide values for these fields, so Agent B's extraction is used.",360,,1.5
,,,,,,,,,,,22.0,True,True,False,A and B agree — no reconciliation needed.,361,,
1.0,32500000.0,GBP,32500000.0,,,,0.0,0.0,,,3.5,False,False,False,"Agent B's data is used for sroi_ratio, investment_amount, currency, deadweight_pct, attribution_pct, and discount_rate_pct as it aligns with the text. Agent A's data for total_social_value is consistent with both agents. Remaining fields are null due to lack of specific information in the text.",362,,1.0
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,363,,
