id,title,principle,llm_score,llm_confidence,llm_key_phrase,llm_justification,keyword_score,error
158,Reports Database:ACTA SROI Report,p6_be_transparent,1,medium,acknowledged but without specific application,The report mentions the need for evaluation and the importance of SROI but does not provide specific assumptions or their justifications.,1,
160,Reports Database:The economic and social return of Action fo,p8_be_responsive,0,high,none,The excerpt does not provide any specific recommendations or evidence of organizational learning.,2,
160,Reports Database:The economic and social return of Action fo,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions.,1,
160,Reports Database:The economic and social return of Action fo,p4_only_material,0,high,none,The excerpt does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,1,
160,Reports Database:The economic and social return of Action fo,p2_understand_changes,1,medium,demonstrates the economic and social case for preventing social problems,The report acknowledges the importance of understanding changes but does not provide specific outcomes linked to activities.,2,
160,Reports Database:The economic and social return of Action fo,p5_do_not_overclaim,0,high,none,"The excerpt does not provide any specific evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",0,
160,Reports Database:The economic and social return of Action fo,p3_value_what_matters,0,high,none,There is no specific evidence of monetisation proxies or financial values provided in the excerpt.,1,
160,Reports Database:The economic and social return of Action fo,p1_involve_stakeholders,1,medium,engaging with many stakeholders including Action for Children,The report acknowledges stakeholder engagement but lacks specific details on how they were actively involved in the SROI process.,2,
160,Reports Database:The economic and social return of Action fo,p6_be_transparent,0,high,none,The excerpt does not provide any specific assumptions or details about data sources or proxies.,2,
161,Reports Database:SROI Report 2013/2014: Sefton Play Council,p1_involve_stakeholders,0,high,none,The excerpt does not provide any evidence of stakeholder involvement in the SROI process.,0,
161,Reports Database:SROI Report 2013/2014: Sefton Play Council,p8_be_responsive,0,high,none,The excerpt does not provide any evidence of learning or specific recommendations.,0,
161,Reports Database:SROI Report 2013/2014: Sefton Play Council,p5_do_not_overclaim,0,high,none,"The report does not provide any evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",0,
161,Reports Database:SROI Report 2013/2014: Sefton Play Council,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or discussion of key assumptions.,0,
161,Reports Database:SROI Report 2013/2014: Sefton Play Council,p2_understand_changes,0,high,none,The excerpt does not provide any evidence of a causal pathway or specific outcomes linked to activities.,0,
161,Reports Database:SROI Report 2013/2014: Sefton Play Council,p4_only_material,0,high,none,The report does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,0,
161,Reports Database:SROI Report 2013/2014: Sefton Play Council,p3_value_what_matters,0,high,none,There is no evidence of specific financial proxies or unit values mentioned in the excerpt.,0,
161,Reports Database:SROI Report 2013/2014: Sefton Play Council,p6_be_transparent,0,high,none,The excerpt does not provide any specific assumptions or evidence related to the SROI methodology.,0,
162,Reports Database:Measuring the impact of the StepUP Loan pro,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions.,0,
162,Reports Database:Measuring the impact of the StepUP Loan pro,p4_only_material,0,high,none,The excerpt does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,2,
162,Reports Database:Measuring the impact of the StepUP Loan pro,p1_involve_stakeholders,0,high,none,The text does not provide any specific evidence of stakeholder engagement in the SROI process.,0,
162,Reports Database:Measuring the impact of the StepUP Loan pro,p3_value_what_matters,0,high,none,The excerpt does not provide any specific evidence of monetisation proxies or financial values assigned to outcomes.,1,
162,Reports Database:Measuring the impact of the StepUP Loan pro,p6_be_transparent,1,medium,this report asks loan recipients how the StepUP Loan program has impacted their lives,The report acknowledges the collection of data from loan recipients but lacks specific documentation of assumptions or their justifications.,1,
162,Reports Database:Measuring the impact of the StepUP Loan pro,p8_be_responsive,1,medium,scope to scale-up the program and investigate other ways,"The report acknowledges the need for improvement and scaling up but lacks specific, actionable recommendations.",0,
162,Reports Database:Measuring the impact of the StepUP Loan pro,p5_do_not_overclaim,0,high,none,"The excerpt does not provide any specific evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",0,
162,Reports Database:Measuring the impact of the StepUP Loan pro,p2_understand_changes,1,medium,assessing the social and economic impact of the StepUP Loan program,The report acknowledges the impact of the StepUP Loan program but does not provide a clear theory of change or specific linkage between activities and outcomes.,1,
163,Reports Database:Social Return on Investment forecast of the,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions.,2,
163,Reports Database:Social Return on Investment forecast of the,p6_be_transparent,0,high,none,The excerpt does not provide any specific assumptions or their justifications.,1,
163,Reports Database:Social Return on Investment forecast of the,p3_value_what_matters,0,high,none,There is no evidence of specific financial proxies or unit values used for monetisation in the provided text.,1,
163,Reports Database:Social Return on Investment forecast of the,p4_only_material,0,high,none,The excerpt does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,1,
163,Reports Database:Social Return on Investment forecast of the,p8_be_responsive,0,high,none,The excerpt does not provide any specific recommendations or evidence of organizational learning.,0,
163,Reports Database:Social Return on Investment forecast of the,p5_do_not_overclaim,0,high,none,"The excerpt does not provide any specific evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",2,
163,Reports Database:Social Return on Investment forecast of the,p2_understand_changes,2,high,INDIGENOUS MONEY MENTOR OUTCOME FRAMEWORK,"The report includes a section titled 'THEORY OF CHANGE' and an 'OUTCOME FRAMEWORK', indicating a structured approach to linking activities to specific outcomes.",2,
163,Reports Database:Social Return on Investment forecast of the,p1_involve_stakeholders,1,medium,thank the following stakeholders for their time and input,"While stakeholders are acknowledged, there is no specific evidence of their active engagement in the SROI process.",2,
164,Reports Database:Social valuation of Refuge services for sur,p3_value_what_matters,0,high,none,The excerpt does not provide any specific financial proxies or unit values for monetising outcomes.,1,
164,Reports Database:Social valuation of Refuge services for sur,p8_be_responsive,0,high,none,The excerpt does not provide any specific recommendations or lessons learned from the SROI process.,2,
164,Reports Database:Social valuation of Refuge services for sur,p1_involve_stakeholders,1,medium,engagement with women who accessed these services,The report acknowledges stakeholder engagement but lacks specific details on how they were actively involved in identifying outcomes or validating findings.,1,
164,Reports Database:Social valuation of Refuge services for sur,p2_understand_changes,2,high,Theory of Change,The report explicitly mentions a Theory of Change and outlines outcomes and indicators linked to services.,2,
164,Reports Database:Social valuation of Refuge services for sur,p4_only_material,0,high,none,The excerpt does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,1,
164,Reports Database:Social valuation of Refuge services for sur,p6_be_transparent,1,medium,data collected by Refuge through its case management information system,The report acknowledges data collection but does not specify the assumptions made or provide detailed documentation.,1,
164,Reports Database:Social valuation of Refuge services for sur,p5_do_not_overclaim,0,high,none,"The excerpt does not provide any specific evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",0,
164,Reports Database:Social valuation of Refuge services for sur,p7_verify_result,0,high,none,The excerpt does not provide any evidence of a sensitivity analysis or testing of key assumptions.,2,
167,Reports Database:BrendonCare Clubs: Social Return on Investm,p4_only_material,0,high,none,The report does not explicitly discuss any outcomes that were excluded or provide reasons for their exclusion.,0,
167,Reports Database:BrendonCare Clubs: Social Return on Investm,p3_value_what_matters,0,high,none,The report does not provide specific financial proxies or unit values for monetising outcomes.,2,
167,Reports Database:BrendonCare Clubs: Social Return on Investm,p6_be_transparent,1,medium,we aimed to be as transparent as possible during our investigations,The report acknowledges the importance of transparency but does not provide specific assumptions or detailed documentation of them.,2,
167,Reports Database:BrendonCare Clubs: Social Return on Investm,p8_be_responsive,1,medium,we decided to conduct a piece of research to analyse the benefits,"The report acknowledges the need for research and analysis but lacks specific, actionable recommendations.",1,
167,Reports Database:BrendonCare Clubs: Social Return on Investm,p7_verify_result,1,medium,for every £1 invested in Brendoncare Clubs £2.10 is saved to society,The report mentions a return ratio but does not provide a sensitivity analysis or discuss how changes in assumptions affect this ratio.,0,
167,Reports Database:BrendonCare Clubs: Social Return on Investm,p1_involve_stakeholders,1,medium,we decided to conduct a piece of research to analyse the benefits our club services,"The report acknowledges stakeholder involvement through a survey of members, but lacks detailed evidence of active engagement methods like focus groups or validation activities.",2,
167,Reports Database:BrendonCare Clubs: Social Return on Investm,p2_understand_changes,1,medium,the greatest benefit they get from their club is the sense of friendship,The report acknowledges outcomes related to social benefits but lacks a clear causal pathway linking specific activities to these outcomes.,2,
167,Reports Database:BrendonCare Clubs: Social Return on Investm,p5_do_not_overclaim,1,medium,"‘Deadweighting’, ‘Attribution’ and ‘Drop off’ processes","The report acknowledges the concepts of deadweight, attribution, and drop-off but does not provide specific rates or detailed application.",2,
170,Reports Database:Introduction to Supported Employment 2009-2,p3_value_what_matters,0,high,none,The report does not provide any specific financial proxies or unit values for monetizing outcomes.,0,
170,Reports Database:Introduction to Supported Employment 2009-2,p8_be_responsive,1,medium,none,"The report acknowledges the need for changes and improvements but lacks specific, actionable recommendations.",1,
170,Reports Database:Introduction to Supported Employment 2009-2,p5_do_not_overclaim,0,high,none,"The report does not provide any specific evidence or rates for deadweight, attribution, displacement, or drop-off.",0,
170,Reports Database:Introduction to Supported Employment 2009-2,p6_be_transparent,1,medium,data was collected from multiple sources,The report acknowledges the collection of data but does not provide specific assumptions or their justifications.,0,
170,Reports Database:Introduction to Supported Employment 2009-2,p4_only_material,0,high,none,The report does not explicitly discuss any outcomes that were excluded or provide reasons for their exclusion.,0,
170,Reports Database:Introduction to Supported Employment 2009-2,p1_involve_stakeholders,0,high,none,The report does not provide any specific evidence of stakeholder engagement in the SROI process.,2,
170,Reports Database:Introduction to Supported Employment 2009-2,p2_understand_changes,1,medium,If young adults with disabilities participate in learning opportunities,The report acknowledges intended outcomes linked to activities but lacks a detailed theory of change or explicit causal pathway.,2,
170,Reports Database:Introduction to Supported Employment 2009-2,p7_verify_result,0,high,none,The report does not provide any evidence of sensitivity analysis or testing of key assumptions.,1,
171,Reports Database:Odysseus Mentoring Project: A summary appra,p4_only_material,0,high,none,The report does not explicitly discuss any outcomes that were excluded or provide reasons for their exclusion.,1,
171,Reports Database:Odysseus Mentoring Project: A summary appra,p8_be_responsive,0,high,none,The report does not provide any specific recommendations or lessons learned from the SROI process.,0,
171,Reports Database:Odysseus Mentoring Project: A summary appra,p1_involve_stakeholders,0,high,none,The report does not provide any specific evidence of stakeholder engagement in the SROI process.,0,
171,Reports Database:Odysseus Mentoring Project: A summary appra,p5_do_not_overclaim,1,medium,making appropriate attribution assumptions,The report acknowledges the need for attribution but does not provide specific rates or adjustments.,1,
171,Reports Database:Odysseus Mentoring Project: A summary appra,p2_understand_changes,1,medium,"Mentoring provides vital one to one support, forming a positive relationship",The report acknowledges the importance of mentoring relationships but does not provide a clear theory of change linking activities to specific outcomes.,2,
171,Reports Database:Odysseus Mentoring Project: A summary appra,p3_value_what_matters,1,medium,appropriate financial proxies through which to give them a monetised value,The report acknowledges the use of financial proxies but does not specify which proxies or their values.,2,
171,Reports Database:Odysseus Mentoring Project: A summary appra,p6_be_transparent,1,medium,the validity of this report’s findings depends upon making appropriate attribution assumptions,The report acknowledges the importance of assumptions but does not provide specific details or tables documenting them.,2,
171,Reports Database:Odysseus Mentoring Project: A summary appra,p7_verify_result,2,high,Section 9 offers a sensitivity analysis to illustrate how changes in those assumptions,The report explicitly mentions a sensitivity analysis that discusses how changes in assumptions affect the calculated social return.,2,
173,Reports Database:Social Impact Analysis for Sewa Day on 6 Oc,p3_value_what_matters,0,high,none,The excerpt does not provide any specific evidence of monetisation proxies or financial values assigned to outcomes.,1,
173,Reports Database:Social Impact Analysis for Sewa Day on 6 Oc,p1_involve_stakeholders,0,high,none,The excerpt does not provide any specific evidence of stakeholder involvement in the SROI process.,1,
173,Reports Database:Social Impact Analysis for Sewa Day on 6 Oc,p5_do_not_overclaim,0,high,none,"The excerpt does not provide any evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",0,
173,Reports Database:Social Impact Analysis for Sewa Day on 6 Oc,p8_be_responsive,0,high,none,The excerpt does not provide any specific recommendations or lessons learned from the SROI process.,0,
173,Reports Database:Social Impact Analysis for Sewa Day on 6 Oc,p2_understand_changes,1,medium,this impact report for Sewa Day is important - it seeks to measure a range of diverse impacts,The report acknowledges the importance of measuring impacts but does not provide specific outcomes linked to activities.,1,
173,Reports Database:Social Impact Analysis for Sewa Day on 6 Oc,p6_be_transparent,0,high,none,"The excerpt does not provide any specific assumptions or their justifications, only general statements about data sources.",1,
173,Reports Database:Social Impact Analysis for Sewa Day on 6 Oc,p4_only_material,0,high,none,The excerpt does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,1,
173,Reports Database:Social Impact Analysis for Sewa Day on 6 Oc,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions.,1,
174,Reports Database:Auckland Council Retrofit Your Home Financi,p6_be_transparent,0,high,none,The excerpt does not provide any specific assumptions or their justifications.,1,
174,Reports Database:Auckland Council Retrofit Your Home Financi,p4_only_material,0,high,none,The excerpt does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,0,
174,Reports Database:Auckland Council Retrofit Your Home Financi,p5_do_not_overclaim,0,high,none,"The excerpt does not provide any specific evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",1,
174,Reports Database:Auckland Council Retrofit Your Home Financi,p3_value_what_matters,0,high,none,The excerpt does not provide any specific evidence of monetisation proxies or unit values used to convert outcomes to money.,1,
174,Reports Database:Auckland Council Retrofit Your Home Financi,p8_be_responsive,0,high,none,The excerpt does not provide any specific recommendations or evidence of organizational learning.,1,
174,Reports Database:Auckland Council Retrofit Your Home Financi,p1_involve_stakeholders,0,high,none,The excerpt does not provide any evidence of stakeholder engagement or involvement in the SROI process.,2,
174,Reports Database:Auckland Council Retrofit Your Home Financi,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or scenario testing related to the SROI ratio.,0,
174,Reports Database:Auckland Council Retrofit Your Home Financi,p2_understand_changes,1,medium,"impact of Retrofit Your Home (RYH), a programme delivered by Auckland Council",The report acknowledges the impact of the RYH programme but does not provide a clear theory of change or specific linkage between activities and outcomes.,1,
175,Reports Database:The Social Return on Investment of Food for,p8_be_responsive,0,high,none,The excerpt does not provide any specific recommendations or evidence of learning from the SROI process.,2,
175,Reports Database:The Social Return on Investment of Food for,p1_involve_stakeholders,0,high,none,The excerpt does not provide any specific evidence of stakeholder engagement activities.,1,
175,Reports Database:The Social Return on Investment of Food for,p6_be_transparent,0,high,none,The excerpt does not provide any specific assumptions or their justifications.,2,
175,Reports Database:The Social Return on Investment of Food for,p3_value_what_matters,0,high,none,There is no evidence of specific financial proxies or unit values mentioned in the excerpt.,1,
175,Reports Database:The Social Return on Investment of Food for,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions.,0,
175,Reports Database:The Social Return on Investment of Food for,p4_only_material,1,medium,Impacts in italics not included in SROI analysis,"The report acknowledges that certain impacts are not included in the SROI analysis, but does not provide specific outcomes or justifications for their exclusion.",2,
175,Reports Database:The Social Return on Investment of Food for,p2_understand_changes,1,medium,Food for Life initiative impact map.,"The report mentions an impact map, indicating some linkage between activities and outcomes, but lacks detailed documentation of the causal pathway.",2,
175,Reports Database:The Social Return on Investment of Food for,p5_do_not_overclaim,0,high,none,"The excerpt does not provide any evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",0,
176,Reports Database:Cockpit Arts SROI Evaluation of the Busines,p2_understand_changes,2,high,"outcomes related to the business, including an improved business model","The report explicitly identifies specific outcomes linked to activities, demonstrating a clear causal pathway.",2,
176,Reports Database:Cockpit Arts SROI Evaluation of the Busines,p8_be_responsive,1,medium,a number of main messages and implications emerge as significant for Cockpit Arts,"The report includes recommendations but they are somewhat generic and lack specific, actionable details.",2,
176,Reports Database:Cockpit Arts SROI Evaluation of the Busines,p3_value_what_matters,1,medium,"outcomes related to the business, including an improved business model",The report acknowledges various outcomes but lacks specific financial proxies or unit values used for monetisation.,1,
176,Reports Database:Cockpit Arts SROI Evaluation of the Busines,p1_involve_stakeholders,1,medium,the change as a result of the loan and support provided by the scheme for each of the stakeholders,"While the report acknowledges stakeholder perspectives, it lacks specific details on how stakeholders were actively engaged in the SROI process.",2,
176,Reports Database:Cockpit Arts SROI Evaluation of the Busines,p6_be_transparent,1,medium,the change as a result of the loan and support provided by the scheme,The report acknowledges the impact of the loan and support but lacks specific documented assumptions or detailed evidence.,1,
176,Reports Database:Cockpit Arts SROI Evaluation of the Busines,p7_verify_result,1,medium,social value in the range of £2.01 to £3.36 created,The report acknowledges a range of social value created but does not provide a detailed sensitivity analysis or specific scenarios.,2,
176,Reports Database:Cockpit Arts SROI Evaluation of the Busines,p5_do_not_overclaim,1,medium,the amount of change that will happen anyway and/or will be down to others has also been estimated,The report acknowledges the consideration of deadweight and attribution but lacks specific rates or adjustments.,0,
176,Reports Database:Cockpit Arts SROI Evaluation of the Busines,p4_only_material,0,high,none,The report does not explicitly discuss any outcomes that were excluded or provide reasons for their exclusion.,1,
177,Reports Database:Social Leisure Youth Program SROI Case Stud,p3_value_what_matters,0,high,none,The excerpt does not provide any specific financial proxies or unit values used to monetize outcomes.,1,
177,Reports Database:Social Leisure Youth Program SROI Case Stud,p4_only_material,0,high,none,The report does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,0,
177,Reports Database:Social Leisure Youth Program SROI Case Stud,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions.,0,
177,Reports Database:Social Leisure Youth Program SROI Case Stud,p5_do_not_overclaim,0,high,none,"The report does not provide any specific evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",0,
177,Reports Database:Social Leisure Youth Program SROI Case Stud,p8_be_responsive,1,medium,input was essential in determining where social value was created,"The report acknowledges the importance of participant input but lacks specific, actionable recommendations or documented changes to program design.",0,
177,Reports Database:Social Leisure Youth Program SROI Case Stud,p6_be_transparent,1,medium,input was essential in determining where social value was created,The report acknowledges the importance of participant input but lacks specific documentation of assumptions or their justifications.,1,
177,Reports Database:Social Leisure Youth Program SROI Case Stud,p1_involve_stakeholders,1,medium,All participants and parents of the SLYP-Out program were invited to take part in the study.,"While there is acknowledgment of stakeholder involvement, specific details on how they were engaged in the SROI process are lacking.",2,
177,Reports Database:Social Leisure Youth Program SROI Case Stud,p2_understand_changes,2,high,"Theory of Change If youth with disabilities have access to supported social, recreational...","The report provides a clear theory of change linking activities to specific outcomes, demonstrating a substantive understanding of the causal pathway.",2,
178,Reports Database:The Outward Bound Trust Social Impact Repor,p3_value_what_matters,0,high,none,The excerpt does not provide any specific financial proxies or unit values for monetising outcomes.,0,
178,Reports Database:The Outward Bound Trust Social Impact Repor,p4_only_material,0,high,none,The report does not explicitly discuss any outcomes that were excluded or provide reasons for their exclusion.,0,
178,Reports Database:The Outward Bound Trust Social Impact Repor,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions.,0,
178,Reports Database:The Outward Bound Trust Social Impact Repor,p6_be_transparent,1,medium,Evidence we’ve started to collect from staff who accompany apprentices,The report acknowledges the collection of evidence but does not provide specific assumptions or detailed documentation.,1,
178,Reports Database:The Outward Bound Trust Social Impact Repor,p2_understand_changes,1,medium,we demonstrate that our courses can have a positive and sustained effect,The report acknowledges outcomes related to skills and attitudes but lacks a clear causal pathway linking specific activities to these outcomes.,1,
178,Reports Database:The Outward Bound Trust Social Impact Repor,p1_involve_stakeholders,0,high,none,The excerpt does not provide any evidence of stakeholder involvement in the SROI process.,2,
178,Reports Database:The Outward Bound Trust Social Impact Repor,p8_be_responsive,1,medium,The key lesson from an Outward Bound experience for a school teacher,"The report mentions lessons learned but lacks specific, actionable recommendations.",1,
178,Reports Database:The Outward Bound Trust Social Impact Repor,p5_do_not_overclaim,0,high,none,"The report does not provide any specific evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",0,
179,Reports Database:FoodCycle Social Impact Report 2014,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions related to the SROI ratio.,0,
179,Reports Database:FoodCycle Social Impact Report 2014,p4_only_material,0,high,none,The report does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,0,
179,Reports Database:FoodCycle Social Impact Report 2014,p5_do_not_overclaim,0,high,none,"The report does not provide any specific evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",0,
179,Reports Database:FoodCycle Social Impact Report 2014,p1_involve_stakeholders,0,high,none,The report does not provide any specific evidence of stakeholder engagement in the SROI process.,1,
179,Reports Database:FoodCycle Social Impact Report 2014,p2_understand_changes,1,medium,73% of our guests eat more fruit and vegetables after coming to FoodCycle,The report identifies some outcomes related to food consumption but lacks a clear causal pathway linking activities to these outcomes.,1,
179,Reports Database:FoodCycle Social Impact Report 2014,p3_value_what_matters,0,high,none,The excerpt does not provide any specific financial proxies or unit values used to monetize outcomes.,1,
179,Reports Database:FoodCycle Social Impact Report 2014,p8_be_responsive,0,high,none,The excerpt does not provide any specific recommendations or lessons learned from the SROI process.,0,
179,Reports Database:FoodCycle Social Impact Report 2014,p6_be_transparent,1,medium,Surveys show that 72% of FoodCycle beneficiaries report skipping at least one meal,The report acknowledges the collection of data through surveys but does not provide specific details on the assumptions or their justifications.,0,
180,Reports Database:Accountability Lab Impact Report 2013,p1_involve_stakeholders,0,high,none,The report does not provide specific evidence of stakeholder engagement in the SROI process.,1,
180,Reports Database:Accountability Lab Impact Report 2013,p5_do_not_overclaim,0,high,none,"The report does not provide any specific evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",0,
180,Reports Database:Accountability Lab Impact Report 2013,p6_be_transparent,0,high,none,"The excerpt does not provide any specific assumptions or their justifications, only general statements about the organization's activities.",2,
180,Reports Database:Accountability Lab Impact Report 2013,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions.,0,
180,Reports Database:Accountability Lab Impact Report 2013,p8_be_responsive,1,medium,WE LEARNED LESSONS IN 4 KEY AREAS,"The report mentions learning lessons in key areas but lacks specific, actionable recommendations.",1,
180,Reports Database:Accountability Lab Impact Report 2013,p4_only_material,0,high,none,The report does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,0,
180,Reports Database:Accountability Lab Impact Report 2013,p3_value_what_matters,0,high,none,The excerpt does not provide any specific evidence of monetisation proxies or financial values assigned to outcomes.,0,
180,Reports Database:Accountability Lab Impact Report 2013,p2_understand_changes,1,medium,100% said they have developed new ideas for creating or improving accountability,The report acknowledges outcomes related to accountability but lacks a clear causal pathway linking activities to these outcomes.,1,
181,Reports Database:Building a Qualilty Part Time Jobs Market: ,p4_only_material,0,high,none,The report does not explicitly discuss any outcomes that were excluded or provide reasons for their exclusion.,0,
181,Reports Database:Building a Qualilty Part Time Jobs Market: ,p8_be_responsive,0,high,none,The excerpt does not provide any specific recommendations or lessons learned from the SROI process.,0,
181,Reports Database:Building a Qualilty Part Time Jobs Market: ,p3_value_what_matters,0,high,none,The excerpt does not provide any specific financial proxies or unit values used to monetize outcomes.,1,
181,Reports Database:Building a Qualilty Part Time Jobs Market: ,p6_be_transparent,0,high,none,The excerpt does not explicitly document any assumptions or provide evidence of their justification.,0,
181,Reports Database:Building a Qualilty Part Time Jobs Market: ,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions.,1,
181,Reports Database:Building a Qualilty Part Time Jobs Market: ,p5_do_not_overclaim,0,high,none,"The report does not provide any specific evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",0,
181,Reports Database:Building a Qualilty Part Time Jobs Market: ,p1_involve_stakeholders,0,high,none,The report does not provide specific evidence of stakeholder engagement in the SROI process.,0,
181,Reports Database:Building a Qualilty Part Time Jobs Market: ,p2_understand_changes,1,medium,we aim to achieve high levels of sustained social and economic impact for families,The report acknowledges the intended outcomes related to social and economic impact but does not provide a clear causal pathway or specific indicators linking activities to these outcomes.,1,
182,Reports Database:The Landmarc Difference,p6_be_transparent,0,high,none,The excerpt does not provide any specific assumptions or their justifications.,1,
182,Reports Database:The Landmarc Difference,p8_be_responsive,0,high,none,The excerpt does not provide any specific recommendations or lessons learned from the SROI process.,0,
182,Reports Database:The Landmarc Difference,p1_involve_stakeholders,0,high,none,The report does not provide any specific evidence of stakeholder engagement in the SROI process.,1,
182,Reports Database:The Landmarc Difference,p4_only_material,0,high,none,The excerpt does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,0,
182,Reports Database:The Landmarc Difference,p3_value_what_matters,0,high,none,The excerpt does not provide any specific evidence of monetisation proxies or financial values assigned to outcomes.,1,
182,Reports Database:The Landmarc Difference,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions.,1,
182,Reports Database:The Landmarc Difference,p5_do_not_overclaim,0,high,none,"The excerpt does not provide any evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",0,
182,Reports Database:The Landmarc Difference,p2_understand_changes,1,medium,"we feel we need to take stock of where we are, what we have achieved",The report acknowledges the need to review achievements but lacks specific links between activities and outcomes.,1,
183,Reports Database:Water for Life: Collaborations for the Publ,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions.,0,
183,Reports Database:Water for Life: Collaborations for the Publ,p4_only_material,0,high,none,The excerpt does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,0,
183,Reports Database:Water for Life: Collaborations for the Publ,p6_be_transparent,0,high,none,The excerpt does not provide any specific assumptions or their justifications.,1,
183,Reports Database:Water for Life: Collaborations for the Publ,p1_involve_stakeholders,0,high,none,The text does not provide any specific evidence of stakeholder engagement in the SROI process.,0,
183,Reports Database:Water for Life: Collaborations for the Publ,p8_be_responsive,0,high,none,The excerpt does not provide any specific recommendations or documented learning outcomes from the SROI process.,1,
183,Reports Database:Water for Life: Collaborations for the Publ,p3_value_what_matters,0,high,none,The excerpt does not provide any specific evidence of monetisation proxies or financial values assigned to outcomes.,1,
183,Reports Database:Water for Life: Collaborations for the Publ,p5_do_not_overclaim,0,high,none,"The excerpt does not provide any specific evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",0,
183,Reports Database:Water for Life: Collaborations for the Publ,p2_understand_changes,1,medium,a clear focus on governance issues; a determination to have every scheme ‘owned’ by local people,"The report acknowledges the importance of local ownership and governance in achieving outcomes, but does not provide a specific theory of change or detailed linkage between activities and outcomes.",1,
184,Reports Database:NOW Impact Card 2013-2014,p1_involve_stakeholders,0,high,none,The excerpt does not provide any evidence of stakeholder involvement in the SROI process.,0,
184,Reports Database:NOW Impact Card 2013-2014,p3_value_what_matters,0,high,none,There is no evidence of specific financial proxies or unit values mentioned in the excerpt.,0,
184,Reports Database:NOW Impact Card 2013-2014,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or discussion of key assumptions.,0,
184,Reports Database:NOW Impact Card 2013-2014,p6_be_transparent,0,high,none,The excerpt does not provide any specific assumptions or evidence related to the transparency principle.,0,
184,Reports Database:NOW Impact Card 2013-2014,p5_do_not_overclaim,0,high,none,"The excerpt does not provide any evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",0,
184,Reports Database:NOW Impact Card 2013-2014,p4_only_material,0,high,none,The excerpt does not provide any evidence of outcomes that were excluded or the reasons for their exclusion.,0,
184,Reports Database:NOW Impact Card 2013-2014,p2_understand_changes,0,high,none,The excerpt does not provide any evidence of a causal pathway or specific outcomes linked to activities.,0,
184,Reports Database:NOW Impact Card 2013-2014,p8_be_responsive,0,high,none,The excerpt does not provide any evidence of specific recommendations or learning outcomes.,0,
185,Reports Database:HCT Group Impact Report 2011/12: Changing e,p1_involve_stakeholders,0,high,none,The report does not provide any specific evidence of stakeholder engagement in the SROI process.,0,
185,Reports Database:HCT Group Impact Report 2011/12: Changing e,p6_be_transparent,0,high,none,The report does not explicitly document any specific assumptions or their justifications.,0,
