sroi_ratio,investment_amount,currency,total_social_value,n_beneficiaries,n_outcomes,n_stakeholder_groups,deadweight_pct,attribution_pct,drop_off_pct,displacement_pct,discount_rate_pct,has_sensitivity_analysis,has_proxy_sources,has_materiality_assessment,extraction_notes,report_id,_agent_a_ratio,_agent_b_ratio
,200000.0,GBP,,92.0,,58.0,8.0,,,,,False,False,False,"The values for investment_amount, currency, n_beneficiaries, n_stakeholder_groups, and deadweight_pct were taken from Agent B's extraction as they were supported by the report excerpt. No additional information was available to resolve other null fields.",342,,
,,,,2116.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,343,,
,25000000000.0,GBP,,3400000.0,,,,,,,,False,False,False,"The investment amount, currency, and number of beneficiaries were extracted from Agent B's data, as they align with the report's context. No additional information was available to determine values for other fields.",344,,
,25000000000.0,GBP,25000000000.0,,,,60.0,,,,,False,False,False,"The investment amount and deadweight percentage were confirmed based on Agent B's extraction, which aligns with the report's content. No explicit SROI ratio or other percentages were provided in the report.",345,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,346,,
,,GBP,80000000000.0,830000.0,,,,,,,,False,True,False,"The number of beneficiaries is confirmed as 830,000 based on the report excerpt indicating student expenditure supports over 830,000 UK jobs.",348,,
2.8,1.0,EUR,2.8,,,,,,,,,True,False,False,"The investment amount and total social value were confirmed as 1.0 and 2.8 respectively, based on the report excerpt stating that every €1 invested provides approximately €2.80 in social value. No additional information was available for other fields.",349,2.8,2.8
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,350,,
1.57,1.0,GBP,1.57,60.0,,,,,,,,False,False,False,"The investment amount and total social value were confirmed as 1.0 and 1.57 respectively, based on the report excerpt indicating a £1 investment generating £1.57 in social value. No additional uncertainties remain.",351,1.57,1.57
,,,64533900.0,18000.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,352,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,353,,
7.0,603000.0,GBP,6.0,3.0,3.0,3.0,,,,,,True,True,False,"Values for total_social_value, n_beneficiaries, n_outcomes, and n_stakeholder_groups were taken from Agent B as they provided specific numbers, while Agent A left these fields null. The report excerpt supports the presence of three projects, aligning with Agent B's extraction.",354,7.0,7.0
,,,,,7.0,3.0,,,,,,False,True,False,The number of outcomes and stakeholder groups were confirmed as 7 and 3 respectively based on Agent B's extraction. The presence of proxy sources was also confirmed as true. No additional information was available to resolve other fields.,355,,
,,,2500000.0,,26.0,,,,,,,False,False,False,The number of outcomes was confirmed as 26 based on Agent B's extraction. No additional information was found in the report excerpt to contradict this value. Other fields remain null due to lack of explicit data in the provided excerpt.,356,,
1.98,54339.5,AED,107377.95,22.0,,5.0,,,,,,True,False,False,"The number of stakeholder groups was confirmed to be 5 based on the report excerpt listing Emirates NBD, The National Charity School, Action Care, Parents of the Kids, and Coaches at Ahdaaf as stakeholders.",357,1.98,1.98
,,,,7.0,7.0,4.0,,,,,,False,False,False,"The number of outcomes and stakeholder groups were confirmed based on Agent B's extraction, which aligns with the report's description of the program's impact and stakeholders involved.",359,,
,,,,,100.0,,,,,,,False,False,False,The number of outcomes was determined to be 100 based on the report excerpt mentioning approximately 100 types of impacts. No other data discrepancies were noted.,360,,
,,,,,,4.0,,,,,,False,False,False,The number of stakeholder groups was determined to be 4 based on the report excerpt mentioning four STEP Home project teams. No other data discrepancies were noted.,361,,
3.61,9000000.0,GBP,32500000.0,5000000.0,6.0,,,36.0,,,,False,False,False,"The number of beneficiaries and outcomes, as well as the attribution percentage, were confirmed based on Agent B's extraction, which aligns with the report's content. No additional information was available to verify the number of stakeholder groups, deadweight, drop-off, displacement, or discount rate percentages.",362,3.61,3.61
,,,,100.0,50.0,4.0,,,,,,False,False,False,"The values for n_beneficiaries, n_outcomes, and n_stakeholder_groups were taken from Agent B's extraction as Agent A provided null values. No additional information was found in the report excerpt to confirm these values, but they appear reasonable given the context of the report.",363,,
,619661.0,GBP,,126.0,22.0,4.0,78.0,,,,,False,False,False,"Values for n_outcomes, n_stakeholder_groups, and deadweight_pct were taken from Agent B as Agent A provided null values. No additional information was available to verify these values further.",364,,
,,,,55.0,,17.0,,,,,,False,False,False,"The number of beneficiaries and stakeholder groups were confirmed based on the report excerpt, which states that WSN provides support to 55 community-based Women's Centres, Projects, and Infrastructure Groups and has 17 Associate Members.",365,,
,,,,100.0,7.0,3.0,20.0,15.0,10.0,5.0,3.0,False,False,True,"All values were taken from Agent B as Agent A provided null values. The report excerpt supports the presence of 7 outcomes and the application of SROI filters, which aligns with Agent B's extraction.",367,,
3.79,,GBP,,,,,,,,,,True,False,False,Agents A and B agree — no reconciliation needed.,368,3.79,3.79
3.42,,GBP,,400.0,5.0,5.0,51.0,13.0,4.0,3.0,,True,False,False,All values from Agent B were accepted as they provided specific numbers where Agent A had null values. No remaining uncertainties were identified.,369,3.42,3.42
,,,,,,,,,,,,True,False,False,"The report excerpt mentions a section on Sensitivity Analysis (pg 56), supporting Agent B's extraction that sensitivity analysis is included.",370,,
,,,,,,,,,,,,True,False,False,Agents A and B agree — no reconciliation needed.,371,,
4.66,1.0,NZD,4.66,,,,,,,,,False,False,False,"The investment amount and currency were confirmed based on the report's statement that for every $1 invested, $4.66 of value was created. Agent B's extraction aligns with this information, confirming the investment amount as 1.0 and the currency as NZD. No additional information was found to resolve other null fields.",373,4.66,4.66
,,,,305.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,375,,
,,,,50000.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,377,,
,1000000000.0,USD,,15800.0,,15000.0,78.0,,,,,False,False,False,The number of stakeholder groups and deadweight percentage were confirmed from the report excerpt. No additional uncertainties remain.,378,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,379,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,380,,
1.73,70900000.0,USD,123100000.0,2.0,3.0,3.0,10.0,5.0,0.0,0.0,3.0,False,False,False,All values were taken from Agent B's extraction as Agent A provided null values for the fields in disagreement. No additional uncertainties were identified in the provided report excerpt.,382,,1.73
,,€,,,,,,,,,,False,False,False,The currency was determined to be Euro (€) based on the report's context and references to European Union funding and costs.,383,,
